PGC1,DMzp,e_DMzp,Dist,Vh,Vls,V3k,Vpds,Vpwf,Vpec,Hi,z,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,SGX,SGY,SGZ
58052,32.625,0.7,33.5,2762,3001,2754,260,118,118,82.8,0.009186355181757108,246.1809,64.5114,96.2303,39.8196,45.1197,34.9408,1736,1743,1719
58053,35.695,0.48,137.7,9004,9234,9006,-1072,-441,-441,66.9,0.030040782413545575,246.1985,58.0924,88.2006,41.9093,51.0482,39.287,4493,5558,5847
58055,34.865,0.39,94.0,7687,7757,7756,847,388,388,84.2,0.025871231223568675,246.1761,7.1826,21.6319,35.7686,125.1452,52.2592,-2733,3883,6134
58058,37.378,0.268,299.0,16855,17015,16897,-4446,-1734,-1734,59.0,0.056362325165631756,246.1755,30.7643,50.726,43.6381,86.0034,52.5655,721,10318,13511
58062,35.705,0.41,138.4,8660,8757,8722,-1406,-568,-568,64.5,0.029093460383182824,246.2113,13.685,28.9771,38.6111,114.5964,53.675,-2159,4717,7055
58064,37.62,0.5,334.2,17316,17429,17374,-6370,-2396,-2396,54.3,0.05795342589972694,246.2122,17.7371,33.8242,40.1572,107.7517,54.0464,-3120,9746,14109
58083,35.125,0.42,105.9,7260,7175,7347,-443,-187,-187,70.7,0.02450695407420823,246.3278,-29.2478,349.1598,13.8543,167.5835,32.3256,-5921,1304,3837
58104,35.315,0.41,115.6,8747,8857,8805,329,145,145,77.9,0.02937031858219729,246.4579,16.5761,32.5272,39.5159,109.7527,54.2151,-1750,4874,7185
58115,32.175,0.4,27.2,2412,2623,2427,398,188,215,89.7,0.00809560059045915,246.5346,48.3667,75.1553,43.7138,61.3403,45.3692,884,1617,1867
58128,36.94,0.47,244.3,17330,17531,17351,-178,-77,-77,74.2,0.057876706157831366,246.6293,43.9739,69.076,44.0392,66.7022,47.7618,4661,10824,12979
58133,37.13,0.45,266.7,15272,15443,15308,-3825,-1498,-1498,59.7,0.05106199169293312,246.6559,33.5211,54.5767,43.635,81.4905,52.1511,1402,9371,12194
58141,33.96,0.293,61.9,4904,4994,4965,379,171,171,81.2,0.01656145732658825,246.7477,11.5397,26.7835,37.239,118.3215,53.8393,-1398,2594,4032
58155,35.605,0.198,132.1,10110,10191,10177,523,233,233,79.1,0.03394681796831594,246.2243,9.5292,24.2387,36.8149,121.4338,52.9115,-3205,5244,8129
58156,37.27,0.48,284.4,15358,15513,15399,-4961,-1892,-1892,56.3,0.05136553501956344,246.7607,28.7204,48.0976,42.7631,89.1008,53.5512,145,9215,12478
58161,34.675,0.39,86.1,4606,4716,4662,-1701,-633,-633,54.8,0.01555075811813785,246.7623,16.3822,32.4349,39.1729,110.1207,54.4922,-942,2572,3839
58169,36.623,0.138,211.2,15269,15370,15327,100,43,43,75.5,0.05112536887102077,246.8728,14.1278,29.8246,38.2021,113.9955,54.3705,-3641,8180,12493
58170,34.505,0.41,79.6,4952,5049,5012,-875,-351,-351,63.8,0.01671823245133138,246.8073,12.9795,28.4606,37.793,115.926,54.1447,-1293,2660,4092
58178,35.725,0.39,139.6,9070,9121,9140,-1075,-443,-443,67.0,0.030487758301111098,246.8329,1.9208,16.5112,32.5778,133.4951,51.1002,-3942,4155,7098
58180,34.305,0.41,72.6,9185,9315,9235,3942,2199,2199,130.3,0.030804644191549345,246.8536,21.6114,38.8964,40.8711,101.098,54.6285,-1038,5292,7596
58182,35.395,0.41,119.9,8640,8748,8696,-98,-42,-42,74.2,0.029006733718431304,246.8318,15.9978,32.0085,38.9666,110.7897,54.5286,-1802,4746,7125
58183,32.64,0.53,33.7,2551,2818,2487,-26,-11,-12,74.2,0.008295739047578042,266.2723,63.9995,93.4405,31.4136,36.3831,40.2303,1732,1276,1820
58185,35.636,0.181,134.0,9395,9593,9416,-390,-166,-166,72.0,0.031408395203858,246.9426,42.6988,67.2938,43.8611,68.1929,48.5924,2357,5891,7195
58203,34.92,0.56,96.4,7499,7293,7569,480,215,215,80.1,0.02524746636554813,246.9318,-65.4132,323.033,-11.3828,191.9693,4.268,-7115,-1508,543
58207,34.465,0.39,78.2,5666,5701,5738,-36,-16,-16,74.5,0.019139907782469965,246.9596,-1.7638,12.9351,30.5029,138.8167,49.6568,-2778,2430,4345
58223,37.37,0.48,297.9,16400,16620,16408,-4865,-1874,-1874,57.5,0.05473119674011279,247.0166,51.7754,79.7232,42.8963,57.204,43.6327,6516,10112,11468
58226,34.525,0.42,80.4,4198,4116,4281,-1663,-613,-613,53.9,0.01427987891543289,247.0363,-29.0967,349.7035,13.4986,167.9923,32.8612,-3382,719,2233
58238,35.41,0.46,120.8,10825,10994,10860,2050,980,980,92.5,0.03622506073851931,246.8965,32.7766,53.5958,43.3376,82.542,52.5785,867,6624,8731
58239,35.375,0.39,118.9,7072,7321,7039,-1694,-662,-662,60.3,0.023479576660997925,247.0783,80.3545,113.6614,32.461,32.708,23.3461,5656,3632,2901
58265,35.498,0.038,125.8,9172,9364,9197,-13,-6,-6,74.9,0.030677889835374044,246.9858,40.2248,63.8627,43.8417,71.5103,49.7851,1917,5734,7150
58283,35.985,0.41,157.4,10631,10762,10680,-794,-333,-333,69.8,0.035624645367162644,247.0557,21.5543,38.9006,40.6747,101.1789,54.8193,-1202,6083,8796
58286,34.495,0.42,79.3,5322,5410,5382,-476,-198,-198,68.9,0.017952419603564543,247.2025,10.4269,25.7745,36.353,120.3267,54.0517,-1603,2741,4379
58305,34.765,0.42,89.7,5948,6188,5937,-685,-282,-282,67.2,0.019803700331914288,247.2342,64.2069,95.6487,39.5034,44.9913,35.4788,3564,3563,3591
58311,35.932,0.169,153.6,12269,12415,12312,1146,520,520,82.7,0.041068411400796485,247.2157,25.6131,44.1339,41.6661,94.1682,54.5368,-523,7184,10112
58320,34.99,0.52,99.5,6555,6346,6624,-708,-293,-293,67.7,0.02209528566592559,247.0257,-66.6187,322.1521,-12.2261,192.6983,3.306,-6181,-1392,366
58322,35.805,0.43,144.9,10800,10927,10848,281,124,124,77.0,0.036185033047095534,247.3222,20.3648,37.5219,40.0636,103.2314,55.1171,-1430,6083,8963
58327,36.105,0.39,166.3,9941,9999,10006,-2118,-839,-839,61.7,0.0333764233655271,247.4309,3.2332,18.2132,32.7389,131.9046,52.1511,-4098,4567,7896
58330,34.425,0.44,76.7,5318,5409,5376,-297,-126,-126,71.1,0.017932405757852654,247.3557,11.1891,26.7089,36.55,119.1047,54.3564,-1533,2754,4396
58336,33.205,0.39,43.8,2989,3120,3036,-219,-92,-92,69.9,0.010127005930215897,247.3627,21.3367,38.7445,40.3358,101.5307,55.1163,-357,1748,2559
58339,35.66,0.48,135.5,10238,10347,10291,392,174,174,78.0,0.03432708103684183,247.4004,15.6583,31.8727,38.3315,111.4582,55.0443,-2169,5517,8480
58340,35.718,0.192,139.2,9527,9607,9588,-589,-248,-248,70.6,0.03198212544759882,247.3953,8.3646,23.6097,35.2543,123.8029,53.7438,-3161,4721,7747
58347,33.975,0.41,62.4,5148,5242,5205,589,271,271,84.6,0.017362011155063816,247.4337,11.8471,27.4908,36.7629,118.0184,54.5565,-1428,2684,4271
58360,36.41,0.45,191.4,10708,10835,10756,-3146,-1209,-1209,57.8,0.03587815407951324,247.4722,20.2326,37.4182,39.8877,103.4565,55.2612,-1437,6005,8904
58363,36.12,0.43,167.5,11185,11324,11229,-961,-402,-402,69.0,0.037455912249800494,247.5112,23.3544,41.3347,40.8039,97.9952,55.0963,-901,6417,9287
58366,37.219,0.119,277.8,19053,19197,19095,-742,-317,-317,72.1,0.06369406397808713,247.6248,24.5697,42.9188,41.0385,95.8658,55.0547,-1123,10938,15735
58368,37.848,0.335,371.2,22220,22401,22247,-3941,-1593,-1593,63.4,0.07420800425873289,247.5285,36.2201,58.3763,43.2085,76.9791,51.8578,3118,13480,17618
58371,35.915,0.41,152.4,9725,9863,9769,-1358,-554,-554,65.7,0.03258587645990747,247.5554,23.0697,40.9898,40.6838,98.4836,55.1652,-831,5572,8095
58372,35.685,0.47,137.1,12282,12426,12324,2360,1129,1129,92.8,0.04110843909222026,247.5779,24.7385,43.1197,41.1243,95.5842,54.9895,-694,7095,10177
58380,36.525,0.41,201.8,12492,12638,12533,-2087,-843,-843,64.1,0.0418055880511844,247.6328,25.1975,43.7255,41.1961,94.7802,54.9726,-604,7229,10349
58389,35.974,0.177,156.6,11607,11858,11568,168,73,73,76.1,0.03858669453252223,251.6259,81.5918,114.5235,31.2359,31.2883,22.7709,9344,5678,4590
58390,35.045,0.41,102.1,9283,9461,9311,1835,883,883,93.4,0.03105815290389994,247.6618,35.0564,56.8046,42.9872,78.6662,52.3994,1135,5660,7496
58401,36.34,0.49,185.4,11143,11321,11171,-2296,-913,-913,62.0,0.037262445074585565,247.6959,35.1021,56.8708,42.9644,78.5797,52.4084,1368,6770,8971
58403,35.555,0.41,129.1,10098,10211,10149,713,320,320,80.7,0.03385342002166045,247.7088,16.2507,32.7144,38.2813,110.466,55.3884,-2028,5434,8404
58411,35.005,0.39,100.2,8410,8477,8471,1115,517,517,86.4,0.02825621450423546,247.7675,5.1589,20.4058,33.4064,129.1268,53.1418,-3209,3945,6783
58416,33.655,0.53,53.8,6367,6584,6374,2412,1304,1304,120.4,0.02126137542793021,247.7897,50.0301,77.271,42.6837,58.7409,45.0735,2413,3975,4662
58418,34.095,0.4,65.9,2601,2803,2618,-2270,-714,-816,40.0,0.008732708012287621,247.7814,43.3484,68.1673,43.2308,66.8756,48.7975,725,1698,2109
58420,36.99,0.56,250.0,22746,22940,22766,5043,2436,2436,96.4,0.0759392019128113,247.8198,40.429,64.1606,43.2098,70.7732,50.2559,4830,13849,17638
58431,36.02,0.45,160.0,11128,11258,11172,-478,-203,-203,71.9,0.03726578071553755,247.9085,20.7934,38.2804,39.6814,102.4437,55.6507,-1369,6203,9295
58433,34.565,0.39,81.8,4756,4546,4822,-1230,-477,-477,59.7,0.01608446067045489,247.897,-67.8681,321.43,-13.3118,193.6892,2.4722,-4412,-1074,196
58435,34.095,0.41,65.9,7802,7905,7854,3023,1639,1639,121.6,0.026198124036862863,247.8991,13.637,29.7637,37.0924,115.071,55.2924,-1907,4077,6498
58439,33.395,0.4,47.8,4106,4032,4184,641,302,302,88.6,0.013956321743090682,247.9998,-28.0687,351.0718,13.5507,167.8923,34.19,-3261,700,2265
58440,34.485,0.39,78.9,5646,5882,5640,-189,-81,-81,72.6,0.018813014969175777,247.9197,59.6259,89.8292,40.6267,48.8134,38.9181,3014,3444,3695
58442,34.705,0.41,87.3,7209,7332,7256,830,382,382,84.7,0.024203410747577914,247.9272,18.6504,35.6753,38.9523,106.2438,55.7005,-1156,3967,6057
58447,36.018,0.448,159.8,13096,12856,13147,1553,714,714,85.1,0.043853671595701055,247.9566,-84.9577,307.4635,-24.171,203.442,-11.6,-11554,-5009,-2585
58451,34.145,0.39,67.5,5227,5146,5305,315,141,141,79.8,0.017695575250261966,248.0018,-29.5546,349.9295,12.566,169.0999,33.0958,-4233,815,2810
58455,38.55,0.52,512.9,28752,28940,28775,-6696,-2661,-2661,60.3,0.09598306839326826,248.0361,37.9811,60.8221,42.9378,74.1205,51.5056,4929,17326,22650
58457,36.562,0.122,205.3,15664,15767,15715,916,409,409,79.7,0.052419597560389594,248.0218,13.6474,29.836,36.9876,115.082,55.4119,-3794,8107,12980
58470,32.596,0.279,33.1,2442,2569,2486,23,10,12,75.7,0.008292403406626061,248.0649,19.8743,37.2162,39.2442,104.0673,55.8259,-351,1400,2125
58471,34.025,0.49,63.8,3439,3684,3421,-1314,-485,-485,54.1,0.011411227696728782,248.1421,67.7467,99.7056,37.8775,41.7228,33.1588,2302,2053,2015
58473,37.235,0.077,279.9,19570,19722,19605,-361,-156,-156,73.6,0.06539524086359771,248.4196,26.3708,45.4661,40.805,92.543,55.473,-496,11168,16248
58474,33.375,0.41,47.3,4833,4753,4910,1408,717,717,105.1,0.016377997074229267,248.1514,-29.3849,350.1481,12.5809,169.0792,33.309,-3900,753,2610
58481,34.725,0.47,88.1,5322,5508,5344,-1163,-458,-458,61.5,0.017825665247389245,248.2036,37.3575,59.9862,42.7621,74.9398,51.891,883,3283,4334
58484,36.467,0.177,196.5,13731,13951,13736,-484,-207,-207,72.4,0.04581836411641817,248.266,50.4002,77.7129,42.332,58.0625,45.0922,5210,8358,9880
58489,36.116,0.262,167.2,11359,11499,11399,-766,-323,-323,70.2,0.038022971211637356,248.2752,23.0291,41.1897,40.0379,98.4385,55.8283,-948,6389,9514
58501,31.785,0.4,22.8,961,1122,993,-707,-232,-529,43.8,0.00331229146531765,248.4475,28.9843,48.8518,41.3707,88.0648,54.9244,22,645,919
58503,34.775,0.45,90.2,5551,5782,5548,-1107,-440,-440,62.4,0.018506136001593478,248.459,56.1328,85.2552,41.2103,51.9135,41.5031,2671,3408,3832
58523,32.615,0.58,33.3,2984,3119,3023,542,259,259,91.4,0.010083642597840137,248.6059,21.5407,39.4647,39.2991,101.0474,56.2593,-332,1700,2594
58524,35.195,0.47,109.4,5295,5528,5289,-2766,-973,-973,49.0,0.01764220499503026,248.6436,57.3192,86.7576,40.8454,50.6617,40.7758,2654,3237,3610
58525,36.193,0.1,173.2,12198,12448,12169,-416,-178,-178,72.5,0.04059141474466312,248.6201,76.0294,108.9527,34.2905,35.4151,26.9238,9046,6432,5637
58538,34.345,0.41,74.0,4369,4501,4409,-1067,-416,-416,60.3,0.014706840957286525,248.7303,20.5787,38.3364,38.8843,102.7691,56.428,-550,2428,3751
58539,36.286,0.223,180.8,13376,13528,13409,307,135,135,76.8,0.04472760952512021,248.7265,26.2747,45.4323,40.5147,92.6186,55.7613,-348,7604,11184
58557,35.525,0.39,127.4,7715,7961,7694,-1649,-652,-652,61.6,0.02566442148454582,248.9007,68.4838,100.4354,37.3399,40.8885,32.7936,5060,4381,4312
58564,35.08,0.45,103.8,7405,7456,7463,-167,-72,-72,73.3,0.024893888424638088,248.92,0.3314,16.198,29.9686,137.2229,52.3451,-3343,3094,5903
58574,34.715,0.47,87.7,8179,8207,8241,1803,878,878,96.0,0.02748901708527971,248.9948,-5.1178,11.0321,26.9542,144.8802,49.7794,-4335,3049,6267
58582,33.575,0.52,51.9,4112,4049,4184,335,151,151,81.5,0.013956321743090682,249.0308,-26.203,353.1434,14.076,167.1643,36.1822,-3186,726,2390
58596,35.651,0.175,135.0,9176,9374,9187,-689,-289,-289,69.7,0.030644533425854232,250.0414,39.6396,63.1852,41.4788,70.5738,52.1268,1914,5427,7400
58597,33.925,0.39,61.0,4815,4611,4879,365,165,165,81.1,0.01627459220471784,249.1468,-66.0064,323.1997,-12.4576,193.0592,4.2915,-4479,-1039,345
58611,35.86,0.49,148.6,9285,9421,9321,-1538,-621,-621,64.3,0.031091509313419755,249.2636,21.0554,39.1199,38.5649,101.8566,56.9015,-1057,5035,7892
58622,35.035,0.41,101.6,7486,7611,7525,51,22,22,75.5,0.025100698163660944,249.3727,17.9324,35.4328,37.4151,107.5851,57.0599,-1250,3945,6387
58630,35.857,0.18,148.4,9379,9587,9388,-1455,-590,-590,64.8,0.03131499725720251,249.1845,44.2991,69.4252,42.1943,64.8291,49.1495,2667,5675,7252
58631,34.21,0.5,69.5,6082,6303,6082,951,448,448,88.9,0.02028736826995161,249.3928,50.3454,77.5192,41.6258,57.4894,45.6901,2367,3713,4510
58633,30.195,0.68,10.9,871,1061,888,69,31,56,81.4,0.00296204916535959,249.395,37.2856,59.9939,41.812,74.3784,52.7771,173,618,845
58642,34.265,0.44,71.3,4901,4700,4965,-311,-131,-131,70.6,0.01656145732658825,249.469,-64.8135,324.2146,-11.7821,192.5177,5.3638,-4569,-1014,439
58644,35.745,0.171,140.9,9617,9803,9635,-667,-281,-281,70.1,0.03213890057234195,249.318,36.1322,58.4462,41.7623,76.1542,53.2152,1405,5699,7851
58651,35.55,0.49,128.8,9310,9486,9331,-98,-43,-43,74.2,0.03112486572293957,249.4925,32.8724,54.157,41.194,81.1685,54.6042,844,5430,7733
58657,35.545,0.39,128.5,9492,9576,9540,136,59,59,76.1,0.03182201468190371,249.4993,7.6152,23.9676,33.0599,126.0383,55.5412,-3187,4381,7895
58661,31.575,0.39,20.7,1579,1610,1637,95,42,67,79.6,0.005460444238393749,249.5356,-4.8215,11.644,26.6717,144.9308,50.3934,-840,590,1240
58663,35.49,0.61,125.3,14130,13920,14193,5160,2734,2734,117.5,0.04734275203147372,248.9655,-68.3442,321.3287,-13.9247,194.2858,2.2988,-13479,-3431,558
58664,35.97,0.45,156.3,8576,8779,8586,-2833,-1071,-1071,56.2,0.028639813213713335,249.5582,41.9388,66.2444,41.9306,67.6957,50.6452,2113,5150,6788
58665,36.95,0.193,245.5,15463,15617,15493,-2157,-882,-882,65.7,0.0516790852690497,249.3341,26.1287,45.4252,39.9503,92.6892,56.3243,-406,8650,12996
58678,36.733,0.254,222.1,15796,15972,15817,-178,-77,-77,74.2,0.052759832937491716,249.6676,32.5455,53.7598,40.9965,81.6091,54.8569,1342,9096,13061
58688,35.005,0.39,100.2,6668,6462,6730,-651,-271,-271,68.3,0.022448863606835633,249.7748,-66.909,322.6607,-13.2332,193.7622,3.6703,-6264,-1534,414
58700,36.955,0.41,246.0,12403,12569,12426,-5296,-1942,-1942,52.2,0.04144867446932238,249.8397,29.3696,49.6836,40.2618,86.8424,55.9948,387,7019,10419
58702,34.57,0.52,82.0,7033,7075,7087,1046,490,490,88.0,0.023639687426693038,249.8479,-2.4064,14.1101,27.7297,141.8742,51.8949,-3435,2696,5567
58704,36.265,0.42,179.1,13512,13595,13558,584,259,259,78.4,0.04522462002696546,249.8605,7.2845,23.816,32.5893,126.7848,55.7869,-4577,6123,11243
58705,34.575,0.41,82.2,6952,7051,6994,937,436,436,86.6,0.023329472818158756,249.8596,11.2106,28.0284,34.3413,119.9337,56.7676,-1928,3349,5898
58707,35.445,0.49,122.7,9327,9465,9359,372,165,165,78.1,0.031218263669595053,249.8781,21.3168,39.6676,38.1043,101.3062,57.4562,-998,4993,7979
58720,36.26,0.45,178.6,9240,9431,9254,-3751,-1381,-1381,53.1,0.030868021369636994,249.9948,37.1662,59.8934,41.3255,74.2042,53.2581,1536,5429,7557
58729,35.755,0.318,141.6,10870,11018,10898,572,255,255,79.2,0.03635181509469461,250.1139,23.7511,42.712,38.6296,96.7652,57.4165,-699,5892,9284
58737,35.71,0.45,138.7,11268,11450,11285,1178,538,538,83.8,0.037642708143111464,250.1598,33.9311,55.6549,40.8026,79.1114,54.7306,1249,6493,9348
58749,35.615,0.39,132.7,9294,9476,9311,-403,-171,-171,71.9,0.03105815290389994,250.1827,33.7326,55.3993,40.7547,79.4164,54.8244,1003,5366,7745
58761,36.635,0.152,212.3,15188,15297,15225,-88,-38,-38,74.6,0.05078513349391865,250.3263,13.4082,30.6861,34.8421,116.0844,57.5963,-3604,7363,12915
58770,35.575,0.48,130.3,9404,9584,9420,-116,-50,-50,74.1,0.03142173776766592,250.3555,33.3506,54.9304,40.5543,79.9368,55.1027,958,5399,7861
58776,35.315,0.46,115.6,7106,7160,7155,-1342,-536,-536,63.1,0.02386651101142778,250.3747,-0.1087,16.6369,28.4977,138.9525,53.4504,-3216,2800,5752
58781,34.265,0.55,71.3,5599,5693,5640,371,167,167,80.3,0.018813014969175777,250.3984,9.432,26.3811,33.0894,123.3191,56.8849,-1709,2599,4769
58792,35.485,0.49,125.0,8286,8232,8349,-819,-340,-340,68.2,0.027849266308093715,250.4753,-24.9456,354.9983,13.8799,167.3062,37.9893,-6329,1426,5067
58798,31.595,0.39,20.8,1565,1598,1617,60,27,42,77.9,0.005393731419354119,250.5127,-5.0324,12.0476,25.7437,146.0357,51.103,-832,561,1244
58823,35.025,0.52,101.2,7090,7148,7136,-309,-131,-131,71.9,0.02380313383334013,250.7116,0.6391,17.564,28.5956,138.0811,54.0888,-3120,2801,5789
58824,35.785,0.41,143.5,10177,10310,10206,-276,-118,-118,73.0,0.0340435515559234,250.7344,19.2543,37.5491,36.6669,105.1153,58.3533,-1411,5223,8777
58827,30.995,0.39,15.8,852,1044,862,-321,-119,-250,54.6,0.0028753225006080707,250.7655,36.8323,59.536,40.6793,74.2386,53.958,167,591,844
58828,34.575,0.39,82.2,5751,5993,5733,-340,-144,-144,70.8,0.01912322957771006,250.7207,61.7265,91.9839,38.7444,45.6795,38.3694,3283,3362,3720
58829,36.723,0.1,221.1,15856,16036,15871,-50,-22,-22,74.8,0.052939957548898714,250.8054,32.6777,54.1397,40.0731,80.7881,55.7039,1447,8920,13248
58858,34.145,0.45,67.5,9535,9787,9502,4603,2684,2684,144.4,0.03169526032572841,251.1529,75.6729,108.2413,33.8865,35.1017,27.5816,7097,4988,4531
58864,31.78,0.276,22.7,1205,1457,1177,-519,-187,-358,52.0,0.00392604940048225,251.4379,70.5057,102.3818,35.7804,38.5652,31.7841,968,772,767
58887,36.165,0.206,171.0,13698,13859,13717,1328,604,604,83.1,0.04575498693833052,251.1337,26.6827,46.6416,38.5299,91.0689,57.7833,-138,7388,11725
58888,32.875,0.53,37.6,4444,4623,4457,1675,907,907,120.0,0.014866951722981638,251.1395,32.2175,53.6124,39.7159,81.3673,56.1351,387,2547,3839
58903,36.332,0.103,184.7,14536,14763,14528,1176,531,531,81.7,0.04846019175038753,251.2585,51.0619,78.2936,40.3737,55.6054,46.1271,5780,8443,10642
58907,35.435,0.61,122.2,9345,9491,9368,423,188,188,78.6,0.031248284438162886,251.3117,22.1383,41.1781,37.0962,99.5346,58.7098,-816,4862,8111
58909,35.285,0.41,114.0,9375,9552,9388,1039,476,476,84.4,0.03131499725720251,251.2966,31.3035,52.4789,39.4164,82.8237,56.5849,657,5219,7973
58913,34.35,0.59,74.1,4857,4653,4916,-569,-234,-234,67.2,0.016398010919941156,251.0003,-66.7853,323.0738,-13.5264,194.1057,4.0309,-4502,-1131,327
58926,35.84,0.47,147.2,10293,10507,10291,-456,-194,-194,71.8,0.03432708103684183,251.466,44.6372,69.847,40.5619,62.9598,50.2918,3052,5979,8083
58937,35.675,0.4,136.5,7590,7675,7626,-2374,-903,-903,57.0,0.025437597899811076,251.5063,6.4625,23.8543,30.7606,129.1193,57.0831,-2632,3236,6443
58954,36.435,0.357,193.6,13299,13464,13315,-709,-301,-301,71.2,0.044414059275633945,251.637,27.3183,47.5695,38.2541,89.7038,58.0654,37,7122,11426
58959,34.715,0.39,87.7,6643,6564,6701,237,105,105,77.8,0.02235213001922817,251.6475,-31.5893,350.4359,8.8589,173.5425,33.5573,-5435,615,3628
58960,34.735,0.41,88.5,5706,5951,5684,-850,-345,-345,65.2,0.018959783171062963,251.6497,62.8226,93.1936,38.0449,44.3489,37.8292,3361,3286,3650
58964,35.507,0.324,126.3,10764,10914,10784,1568,732,732,87.8,0.03597155202616872,251.7154,22.7254,42.0211,36.9211,98.3228,59.0117,-813,5560,9356
58970,35.635,0.29,134.0,9294,9481,9302,-501,-212,-212,71.1,0.031028132135332107,251.7316,34.2269,56.2921,39.5595,77.7167,55.8035,1134,5207,7842
58973,34.345,0.39,74.0,5254,5495,5237,-233,-99,-99,71.8,0.017468751665527225,251.7456,58.423,87.7024,38.9977,48.0819,41.156,2764,3078,3616
58974,34.685,0.4,86.5,6770,6702,6827,453,203,203,80.4,0.022772420779177842,251.7671,-29.0907,352.4602,10.3658,171.758,35.581,-5395,782,3900
58981,35.322,0.119,116.0,8852,9056,8853,351,155,155,78.1,0.029530429347892403,251.8114,40.2451,64.0959,40.1623,68.574,52.9812,1992,5076,7230
58987,34.5,0.256,79.4,6630,6602,6683,827,382,382,85.6,0.022292088482092503,251.8518,-20.1418,359.7105,15.8682,164.2555,42.379,-4694,1323,4450
58990,35.035,0.39,101.6,8821,8587,8872,1421,670,670,89.3,0.02959380652598005,251.8702,-81.44,310.8706,-22.5009,201.8921,-8.3991,-7883,-3167,-1254
58994,34.29,0.54,72.1,7028,7081,7068,1760,874,874,99.8,0.02357631024860539,251.9017,-1.4193,16.2727,26.5117,142.1371,54.1671,-3273,2545,5741
59004,34.865,0.5,94.0,5524,5474,5578,-1356,-529,-529,60.2,0.01860620523015292,251.9829,-25.0315,355.8106,12.7619,168.6879,38.8274,-4182,837,3432
59007,36.115,0.41,167.1,10261,10424,10276,-1900,-761,-761,63.2,0.03427704642256211,252.0112,26.2134,46.322,37.6501,91.5952,58.6554,-151,5420,8902
59013,36.17,0.54,171.4,12952,12735,13006,571,253,253,78.5,0.04338334622147166,252.0739,-72.5659,318.5778,-17.3711,197.3966,-0.7375,-12152,-3807,-164
59023,33.345,0.48,46.7,4490,4736,4467,1008,495,495,96.9,0.014900308132501454,252.084,62.9763,93.3184,37.8145,44.0319,37.839,2689,2600,2905
59025,32.655,0.64,34.0,1562,1615,1601,-931,-320,-602,47.3,0.0053403611641224145,252.0887,-1.6189,16.1916,26.248,142.5923,54.2292,-750,574,1310
59026,35.695,0.41,137.7,9077,9231,9094,-983,-407,-407,67.6,0.03033431881731995,252.0906,23.6146,43.2111,36.8577,96.5123,59.227,-536,4693,7931
59043,34.295,0.43,72.3,4525,4776,4496,-856,-341,-341,62.9,0.014997041720108916,252.2648,68.7575,100.2282,36.0946,39.5452,33.3516,3076,2540,2626
59052,35.66,0.45,135.5,9537,9731,9540,-372,-159,-159,72.2,0.03182201468190371,252.2448,36.0884,58.757,39.4092,74.4343,55.3566,1484,5329,8005
