PGC1,DMzp,e_DMzp,Dist,Vh,Vls,V3k,Vpds,Vpwf,Vpec,Hi,z,RAdeg,DEdeg,GLON,GLAT,SGL,SGB,SGX,SGY,SGZ
1845049,38.55,0.5,512.9,23870,23831,24170,-11327,-4149,-4149,50.1,0.08062244180939336,172.3666,28.7571,203.0035,71.8456,82.4944,-10.2241,3064,23252,-4230
1845056,32.155,0.69,27.0,1229,1170,1498,-516,-193,-390,55.7,0.004996790146068318,142.2462,28.7579,198.4876,45.5995,66.509,-32.0235,395,910,-621
1845156,36.08,0.55,164.4,17789,17748,18090,6350,3321,3321,115.2,0.06034174482134571,170.2725,28.7607,202.9684,70.0098,81.7017,-11.8869,2507,17185,-3656
1845175,37.481,0.263,313.5,19308,19427,19414,-2888,-1179,-1179,65.1,0.06475813344176924,234.7733,28.7613,45.5199,53.1284,91.5219,43.1672,-376,14164,13290
1845239,37.65,0.49,338.8,17642,17600,17943,-6112,-2321,-2321,55.4,0.05985140560140442,169.8678,28.7634,202.9461,69.6551,81.5422,-12.2056,2531,17015,-3721
1845278,36.57,0.47,206.1,14955,15099,15015,143,62,62,75.7,0.050084648894002534,243.3012,28.7644,47.3461,45.7485,90.0263,50.5715,-4,9590,11663
1845336,35.36,0.46,118.0,10426,10422,10701,2088,1002,1002,93.2,0.035694693827154254,191.1529,28.7663,165.16,87.7739,88.0224,5.2786,358,10372,959
1845466,37.47,0.52,311.9,17131,17151,17379,-4846,-1880,-1880,58.2,0.05797010410448685,201.2242,28.7712,47.4091,82.4324,89.9947,13.8876,2,16650,4117
1845517,37.66,0.52,340.4,20850,20792,21135,-2980,-1221,-1221,65.5,0.07049877152012944,149.7401,28.7728,200.0844,52.0834,71.5468,-27.1277,5858,17553,-9481
1845617,36.4,0.5,190.5,15171,15118,15407,1658,758,758,84.1,0.05139222014717929,130.8803,28.7767,195.6537,35.8725,57.0925,-38.3611,6440,9952,-9382
1845687,36.85,0.51,234.4,12970,12972,13239,-3668,-1420,-1420,58.4,0.04416055056328335,193.6232,28.7789,100.8807,88.2168,88.5545,7.3783,325,12860,1666
1845801,37.39,0.52,300.6,21318,21284,21616,265,116,116,75.9,0.07210321481803256,175.3896,28.7832,202.7377,74.4944,83.5429,-7.7849,2372,20954,-2883
1846046,38.14,0.51,424.6,24937,24880,25186,-4537,-1834,-1834,63.2,0.08401145301660658,135.155,28.7911,196.739,39.5192,60.8788,-36.1351,9779,17554,-14672
1846142,37.14,0.54,267.9,20884,20826,21170,2101,955,955,83.4,0.0706155189534488,150.701,28.7938,200.2421,52.9204,72.1167,-26.4562,5726,17744,-9278
1846434,37.44,0.52,307.6,21900,21882,22187,367,160,160,76.3,0.074007865801614,184.6495,28.8035,198.0176,82.5595,86.3606,-0.1737,1390,21838,-66
1846845,37.11,0.55,264.2,23569,23670,23702,5009,2405,2405,95.2,0.079061361843866,229.2836,28.8165,44.6081,57.9118,91.8708,38.3634,-605,18550,14691
1846983,37.87,0.51,375.0,21973,21918,22267,-4177,-1681,-1681,62.8,0.07427471707777251,156.0414,28.8204,201.1815,57.5689,75.1381,-22.6684,5188,19548,-8447
1846998,34.875,0.41,94.4,6728,6689,7028,76,33,33,75.8,0.023442884610526127,172.2553,28.8207,202.8013,71.7477,82.3945,-10.2866,871,6524,-1195
1847118,38.45,0.48,489.8,26597,26676,26766,-7230,-2833,-2833,58.4,0.08928176572073739,221.8078,28.8251,43.5536,64.441,91.9366,31.8149,-765,22655,14063
1847176,37.74,0.48,353.2,23994,23954,24180,-729,-313,-313,72.8,0.08065579821891317,118.1074,28.8274,191.9549,25.1456,43.8283,-43.3522,12566,12062,-16444
1847300,37.7,0.48,346.7,24627,24573,24862,421,184,184,76.3,0.08293070534816456,130.8384,28.831,195.5776,35.8502,57.0149,-38.3366,10494,16168,-15242
1847625,37.54,0.47,322.1,13966,13925,14267,-8660,-3001,-3001,45.9,0.04758958946192036,170.1905,28.8405,202.7333,69.9389,81.5965,-11.9173,1992,13479,-2875
1847865,36.82,0.52,231.2,19134,19171,19361,2833,1319,1319,88.0,0.06458134447131422,207.4622,28.8485,43.9311,76.9995,90.8192,19.2961,-258,18092,6335
1847923,37.493,0.322,315.2,23402,23502,23538,1237,550,550,79.2,0.07851431672774103,228.7488,28.8505,44.5833,58.3813,91.8509,37.8939,-599,18537,14435
1848034,38.41,0.53,480.8,26472,26577,26601,-6813,-2682,-2682,59.1,0.08873138496366043,230.2046,28.8545,44.8355,57.1134,91.7747,39.1676,-638,20595,16786
1848154,37.84,0.54,369.8,24565,24512,24862,-1167,-497,-497,71.6,0.08293070534816456,159.1209,28.8582,201.6036,60.2579,76.6984,-20.3942,5287,22359,-8542
1848318,36.82,0.49,231.2,15724,15871,15779,-861,-365,-365,71.1,0.05263307858131641,244.1891,28.8633,47.6877,45.0019,89.6406,51.3171,62,9920,12389
1848364,38.31,0.52,459.2,25195,25328,25276,-6736,-2640,-2640,58.6,0.08431166070228492,239.4023,28.8649,46.6323,49.1318,90.7102,47.1837,-213,17213,18579
1848424,38.7,0.52,549.5,27912,28026,28025,-9815,-3747,-3747,54.7,0.09348133767928211,233.3007,28.8668,45.4138,54.4215,91.5284,41.8726,-556,20862,18707
1848617,37.36,0.54,296.5,23724,23681,23920,2948,1354,1354,85.7,0.07978853157139798,120.5535,28.8733,192.6448,27.1972,46.5449,-42.5527,11999,12663,-16014
1848625,38.57,0.44,517.6,23418,23548,23504,-12292,-4425,-4425,48.2,0.07840090493537366,238.4633,28.8735,46.4477,49.9453,90.8601,46.3678,-243,16247,17044
1848712,37.31,0.49,289.7,16291,16431,16361,-4354,-1696,-1696,58.9,0.05457442161536966,241.5583,28.8761,47.1149,47.2713,90.2641,49.0481,-49,10769,12410
1848881,37.672,0.185,342.3,24558,24671,24674,533,234,234,76.7,0.08230360484919204,232.7539,28.8816,45.3378,54.8984,91.5576,41.3941,-503,18501,16313
1849207,38.095,0.357,415.9,24784,24905,24887,-4259,-1727,-1727,63.7,0.08301409637196411,235.2831,28.8919,45.8346,52.7035,91.2847,43.5994,-404,18031,17174
1849398,37.465,0.375,311.2,21579,21646,21766,-316,-136,-136,73.9,0.07260356096082977,217.6192,28.8978,43.3746,68.1092,91.6884,28.1523,-562,19077,10213
1849408,37.51,0.48,317.7,25278,25385,25403,3007,1378,1378,85.2,0.08473528710318656,230.9415,28.8983,45.0425,56.4766,91.6731,39.8096,-569,19492,16252
1849525,35.295,0.43,114.6,6921,7210,6580,-1844,-710,-710,58.4,0.021948517464038406,339.737,28.9012,90.8948,-25.6047,321.0779,37.0366,4478,-3617,4343
1849659,37.69,0.51,345.1,21665,21788,21764,-2661,-1098,-1098,66.6,0.07259688967892582,236.0223,28.9065,46.0035,52.0644,91.1726,44.2417,-319,15606,15201
1849730,36.4,0.354,190.5,13270,13459,13249,-555,-237,-237,71.9,0.04419390697280317,257.9419,28.9085,51.1993,33.2758,82.9813,62.8107,752,6104,11972
1849751,35.98,0.5,157.0,13880,13836,14082,2717,1300,1300,93.0,0.046972495885803774,121.9046,28.9092,193.0044,28.3371,47.9982,-42.0572,6874,7634,-9268
1849818,38.3,0.51,457.1,20868,20822,21168,-10722,-3868,-3868,48.9,0.07060884767154484,166.761,28.9113,202.3685,66.938,80.1504,-14.571,3448,19856,-5238
1849871,36.81,0.54,230.1,21106,21156,21316,4951,2408,2408,97.8,0.0711025225324381,211.9443,28.9125,43.4374,73.0765,91.2446,23.201,-422,19441,8334
1849882,38.21,0.54,438.5,27845,27790,28087,-2494,-1045,-1045,68.7,0.09368814741830497,133.0995,28.9131,196.0659,37.793,59.0029,-37.1301,11411,18992,-16775
1849973,38.15,0.54,426.6,28044,28197,28090,-1687,-715,-715,70.6,0.09369815434116091,245.8915,28.9154,48.1535,43.5482,89.0615,52.7654,280,17060,22449
1850032,37.76,0.59,356.5,26133,26264,26218,1158,513,513,78.5,0.08745383447905151,238.7125,28.917,46.5663,49.7364,90.7557,46.5783,-238,18052,19076
1850175,37.59,0.49,329.6,27266,27214,27497,4368,2038,2038,89.3,0.09172011925663587,129.7085,28.9213,195.1705,34.9138,55.8943,-38.8051,11892,17560,-17054
1850266,37.58,0.51,328.1,21456,21472,21710,-1546,-651,-651,69.9,0.07241676506751882,199.1566,28.9238,52.2969,84.1595,89.4878,12.1386,188,20991,4515
1850269,37.81,0.48,364.8,24448,24394,24691,-996,-425,-425,72.0,0.08236031074537573,133.1947,28.9247,196.0759,37.8768,59.0785,-37.0714,10002,16697,-14705
1850358,35.14,0.54,106.7,10570,10686,10681,2904,1457,1457,103.0,0.03562798100811462,233.7091,28.9272,45.5927,54.0742,91.4081,42.2241,-194,7911,7181
1850469,38.219,0.339,440.4,22712,22655,22977,-7818,-2982,-2982,55.3,0.0766430221536794,140.7131,28.9313,197.8945,44.3122,65.2261,-32.8365,7977,17283,-12284
1850590,36.05,0.49,162.2,10439,10388,10737,-1080,-448,-448,68.1,0.035814776901425587,161.4914,28.9356,201.7727,62.333,77.781,-18.5855,2084,9623,-3311
1850720,37.28,0.55,285.8,23862,23819,24060,3853,1802,1802,89.4,0.08025552130467539,120.9865,28.9391,192.7024,27.5785,46.9857,-42.3471,12010,12872,-16045
1850742,35.66,0.49,135.5,9773,9737,10072,169,74,74,76.3,0.03359657566835788,173.3621,28.9395,202.3648,72.7149,82.6871,-9.3538,1223,9529,-1582
1850815,38.4,0.52,478.6,23774,23758,24061,-9231,-3474,-3474,53.4,0.08025885694562737,184.8863,28.9423,196.6241,82.7341,86.2928,0.0665,1537,23708,28
1851240,36.14,0.51,169.0,14214,14163,14512,2288,1074,1074,89.1,0.04840682149515583,160.5422,28.9558,201.6057,61.5059,77.3088,-19.2861,2937,13042,-4678
1851395,37.86,0.55,373.3,23165,23113,23395,-2908,-1200,-1200,66.5,0.07803732007160767,129.5527,28.9615,195.0816,34.7918,55.7191,-38.8448,10140,14874,-14497
1851485,36.7,0.51,218.8,15200,15192,15479,-287,-123,-123,73.6,0.051632386295721956,188.9452,28.9641,184.0349,86.0883,87.3117,3.4689,712,15148,919
1851613,35.505,0.52,126.2,9553,9847,9218,-21,-9,-9,74.8,0.030747938295365658,334.6886,28.9666,86.9484,-23.0368,321.4618,41.445,5773,-4599,6517
1851707,37.27,0.46,284.4,21164,21255,21315,1085,482,482,79.1,0.07109918689148612,225.6198,28.9709,44.3495,61.1205,91.7837,35.1528,-540,17370,12238
1851987,37.29,0.5,287.1,18243,18284,18466,-2030,-841,-841,67.4,0.06159594581929076,208.5677,28.9801,44.2059,76.0249,90.8142,20.2727,-243,17150,6335
1852258,37.28,0.52,285.8,18729,18672,18992,-1400,-589,-589,69.8,0.06335049296003305,140.0562,28.9891,197.6638,43.7588,64.6795,-33.1881,6683,14125,-10221
1852293,37.14,0.49,267.9,16251,16246,16528,-2673,-1084,-1084,64.4,0.055131473654350574,190.1252,28.9895,174.6494,86.9528,87.5684,4.4692,688,16182,1266
1852444,38.1,0.49,416.9,20883,20833,21181,-8076,-3033,-3033,53.6,0.07065221100392059,160.6564,28.9947,201.5395,61.6083,77.3288,-19.1806,4317,19197,-6844
1852519,36.92,0.53,242.1,21135,21226,21286,4060,1931,1931,92.8,0.07100245330387865,225.5045,28.9971,44.3879,61.2229,91.7531,35.0517,-531,17368,12190
1852671,36.15,0.47,169.8,14858,14847,15140,2881,1375,1375,92.7,0.050501604013000224,187.3258,29.0018,190.654,84.7707,86.8743,2.1208,809,14815,549
1852730,36.76,0.52,224.9,18738,18705,18906,2812,1310,1310,88.2,0.06306362783816263,114.1492,29.0041,190.5345,21.9302,39.1604,-44.1725,10403,8472,-13034
1852752,37.66,0.48,340.4,23631,23606,23924,-113,-49,-49,74.6,0.0798018741352059,180.133,29.0049,200.4798,78.6204,84.8686,-3.841,2107,23459,-1581
1853024,38.002,0.335,398.5,23912,23888,24204,-3786,-1543,-1543,64.6,0.08073585360176072,180.6226,29.0133,200.1783,79.0446,85.0089,-3.4363,2075,23754,-1432
1853115,37.65,0.49,338.8,25611,25753,25677,1816,813,813,80.8,0.08564925272402951,242.1404,29.0164,47.4453,46.7933,89.9206,49.5266,24,16716,19590
1853132,35.79,0.47,143.9,9126,9260,9204,-1316,-536,-536,65.5,0.030701239322037915,239.8462,29.017,46.9547,48.7723,90.4055,47.5462,-44,6251,6832
1853172,37.65,0.55,338.8,26396,26344,26628,2809,1278,1278,84.0,0.08882144726936393,130.166,29.0184,195.1769,35.3255,56.2568,-38.506,11452,17142,-16401
1853288,36.315,0.47,183.2,13350,13381,13585,312,137,137,76.8,0.04531468233266896,204.9871,29.0221,45.794,79.1384,90.3108,17.1774,-69,12784,3952
1853291,38.39,0.53,476.4,27190,27134,27476,-5635,-2260,-2260,61.8,0.09165007079664426,150.9124,29.022,199.9068,53.134,72.0442,-26.1697,7508,23166,-11967
1853402,35.7,0.53,138.0,13964,14056,14113,4139,2098,2098,106.0,0.0470759007553152,225.8637,29.0255,44.4948,60.9119,91.7136,35.3654,-342,11457,8135
1853508,38.18,0.53,432.5,27563,27507,27850,-2334,-980,-980,69.0,0.09289760051268535,151.6693,29.0291,200.0362,53.7914,72.4895,-25.6428,7462,23648,-11904
1853554,36.74,0.52,222.8,17498,17457,17692,1701,773,773,83.1,0.05901415972245706,120.0108,29.0307,192.3149,26.7924,45.8669,-42.5831,8951,9225,-11812
1853623,37.9,0.5,380.2,21047,21001,21347,-5463,-2143,-2143,59.3,0.07120592740194952,165.7146,29.0335,201.9847,66.0273,79.5951,-15.3227,3659,19922,-5550
1853644,36.78,0.5,227.0,15946,16012,16135,-197,-85,-85,74.1,0.05382056676022184,217.1825,29.0341,43.724,68.4936,91.5099,27.7786,-373,14162,7463
1854130,36.73,0.52,221.8,19071,19095,19316,3460,1638,1638,91.5,0.06443124062847505,202.0208,29.0492,48.4339,81.6951,89.8412,14.6234,52,18476,4821
1854242,37.569,0.205,326.4,24768,24714,25011,1986,893,893,81.6,0.08342771585000981,133.519,29.0535,195.9989,38.1823,59.2678,-36.7991,10113,17010,-14804
1854566,37.16,0.53,270.4,23437,23535,23577,4439,2106,2106,92.5,0.07864440672486832,227.7596,29.0637,44.8393,59.2628,91.6197,37.0216,-531,18783,14170
1854757,38.17,0.5,430.5,27842,27786,28128,-1914,-808,-808,70.1,0.09382490869733622,151.3611,29.0701,199.9106,53.5292,72.2706,-25.8309,7616,23821,-12106
1855122,37.96,0.52,390.8,23147,23098,23445,-4047,-1639,-1639,63.6,0.07820410211920675,161.4667,29.0821,201.4548,62.321,77.6366,-18.5289,4690,21392,-7340
1855189,36.42,0.5,192.3,15084,15029,15372,1495,680,680,83.1,0.05127547271385994,152.2044,29.0839,200.0412,54.2624,72.7559,-25.2379,4030,12983,-6408
1855213,38.66,0.47,539.5,24061,24194,24143,-13049,-4677,-4677,47.5,0.08053237950368985,239.1184,29.0857,46.9073,49.4115,90.4406,46.9067,-127,16529,17667
1855672,36.45,0.51,195.0,14602,14549,14842,758,337,337,79.1,0.04950758300930973,132.6152,29.101,195.7116,37.4243,58.4342,-37.227,6064,9870,-8801
1855918,35.91,0.47,152.1,15186,15157,15482,4533,2293,2293,105.9,0.0516423932185779,177.112,29.1081,201.1402,75.9816,83.817,-6.2673,1623,14978,-1655
1856118,37.828,0.392,367.8,26934,26888,27145,1341,595,595,79.0,0.09054597364153838,124.386,29.1135,193.492,30.4749,50.5024,-40.9465,12918,15672,-17621
1856187,36.095,0.45,165.6,8834,8777,9110,-2967,-1124,-1124,56.3,0.030387689072551655,145.9813,29.1158,198.7836,48.8815,68.8261,-29.4072,2762,7130,-4309
1856203,37.658,0.378,340.1,23250,23353,23384,-650,-279,-279,72.9,0.07800062802113587,229.0925,29.1163,45.1406,58.1074,91.4983,38.1836,-479,18350,14436
1856221,37.29,0.55,287.1,24997,25109,25115,4867,2314,2314,93.2,0.08377462250901589,232.2188,29.1168,45.6512,55.3906,91.2917,40.9101,-427,18971,16443
1856230,37.16,0.52,270.4,20402,20537,20480,1210,540,540,79.8,0.06831392669658154,239.8373,29.1169,47.1025,48.7957,90.2609,47.5237,-63,13868,15147
1856412,35.77,0.45,142.6,9737,9681,10002,-412,-176,-176,72.0,0.03336308080171917,141.0061,29.1235,197.6966,44.5996,65.2888,-32.5206,3413,7415,-5204
1856601,36.97,0.52,247.7,16784,16737,16996,-782,-333,-333,71.6,0.056692553619877926,124.7541,29.1294,193.5777,30.7883,50.8722,-40.7869,7997,9831,-10934
1856762,37.45,0.53,309.0,22920,22959,23145,1260,561,561,79.4,0.07720340983361229,207.7369,29.1352,45.1037,76.7369,90.5517,19.5723,-208,21632,7691
1856833,37.11,0.51,264.2,18727,18694,18898,10,4,4,75.0,0.06303694271054677,114.8755,29.1376,190.6292,22.5728,39.9688,-43.8846,10326,8655,-12958
1856890,36.29,0.52,181.1,14749,14693,15035,1953,903,903,86.3,0.050151361713042165,151.4791,29.1391,199.817,53.6401,72.2802,-25.7072,4030,12611,-6373
1856943,35.97,0.45,156.3,10739,10911,10751,-644,-272,-272,70.7,0.03586147587475333,251.9931,29.1414,49.9221,38.3783,86.238,57.8584,381,5793,9239
1856998,37.39,0.54,300.6,23293,23439,23352,2066,933,933,82.4,0.07789388751067247,243.3754,29.1433,47.8969,45.7525,89.4212,50.5649,151,14888,18103
1857117,37.43,0.53,306.2,21950,22122,21962,232,101,101,75.8,0.07325734658741816,251.9732,29.1469,49.9239,38.3964,86.2382,57.8402,773,11750,18728
1857197,38.08,0.5,413.0,22293,22236,22562,-6431,-2499,-2499,57.8,0.07525873115860707,142.9114,29.1493,198.0826,46.2418,66.665,-31.3348,7524,17439,-11563
1857314,34.915,0.48,96.2,10432,10670,10118,3101,1591,1591,108.0,0.033750015152149024,12.6703,29.1529,122.7333,-33.7186,324.4607,8.4992,8587,-6135,1577
1857555,37.44,0.54,307.6,21629,21590,21928,99,43,43,75.3,0.07314393479505078,170.4876,29.1603,201.7954,70.1989,81.4162,-11.5449,3158,20916,-4321
1857742,37.42,0.56,304.8,24727,24836,24851,3337,1540,1540,86.8,0.08289401329769278,231.0971,29.1664,45.5508,56.37,91.3138,39.9293,-436,19040,15941
1857918,37.96,0.339,390.8,24701,24810,24823,-2637,-1096,-1096,67.6,0.08280061535103729,231.386,29.1716,45.6076,56.1196,91.2858,40.1807,-425,18951,16007
1858309,37.0,0.53,251.2,19598,19593,19874,1941,882,882,83.2,0.06629252827968074,189.9556,29.1836,173.4969,86.7171,87.3411,4.3784,907,19515,1496
1858530,37.4,0.52,302.0,20482,20617,20563,-917,-391,-391,71.7,0.06859078489559602,239.4028,29.1908,47.1246,49.182,90.2358,47.1375,-57,14024,15112
1858699,37.645,0.279,338.1,23889,23865,24181,315,137,137,76.0,0.08065913385986515,180.1483,29.1961,199.5101,78.6106,84.6936,-3.762,2203,23711,-1566
1858785,38.2,0.53,436.5,24228,24185,24527,-5998,-2368,-2368,59.8,0.08181326562925076,167.4265,29.1992,201.6608,67.5265,80.1632,-13.922,4011,23129,-5819
1858865,38.06,0.52,409.3,22912,23020,23035,-5699,-2245,-2245,59.6,0.07683648932889432,231.1072,29.2017,45.6158,56.3649,91.2671,39.9358,-390,17647,14777
1859145,36.64,0.52,212.8,18387,18331,18653,3417,1622,1622,91.9,0.0622197106773113,141.7574,29.2105,197.7433,45.2606,65.7751,-32.0021,6379,14176,-9714
1859243,35.445,0.55,122.7,6323,6353,6561,-2456,-912,-912,54.4,0.021885140285950757,203.9637,29.214,47.5512,79.9957,89.9672,16.3242,4,6096,1786
1859270,37.23,0.52,279.3,21033,21013,21323,1459,653,653,80.6,0.07112587201910196,181.9365,29.2148,198.1573,80.1516,85.2077,-2.2879,1755,20922,-839
1859544,36.32,0.52,183.7,15123,15074,15420,2168,1008,1008,87.3,0.05143558347955505,161.3355,29.2227,201.1383,62.2153,77.4473,-18.5549,3106,13949,-4797
1859816,37.0,0.5,251.2,14563,14509,14853,-3207,-1272,-1272,61.4,0.049544275059781526,154.2114,29.2312,200.13,56.0204,73.7715,-23.7415,3712,12752,-5841
1859836,36.67,0.51,215.8,15092,15127,15322,-234,-101,-101,73.9,0.05110869066626086,206.2084,29.232,46.1867,78.0539,90.2579,18.2635,-64,14365,4741
1859968,37.65,0.55,338.8,23080,23031,23304,-646,-277,-277,72.9,0.07773377674497736,128.0266,29.2362,194.3528,33.5711,54.0712,-39.3108,10456,14429,-14591
1859981,36.91,0.52,241.0,17206,17165,17402,112,49,49,75.5,0.05804682384638242,120.7179,29.2367,192.3031,27.4434,46.5389,-42.1619,8752,9235,-11522
1860176,36.66,0.53,214.8,20142,20092,20438,5140,2528,2528,100.2,0.06817382977659832,160.0526,29.2423,200.9482,61.0992,76.8124,-19.5001,4321,18440,-6707
1860192,37.005,0.378,251.8,19521,19473,19741,1762,797,797,82.4,0.0658488880330672,126.9975,29.2428,194.0677,32.7053,53.0604,-39.7566,8997,11965,-12453
1860313,37.36,0.51,296.5,16524,16496,16818,-4356,-1702,-1702,59.2,0.05609880953042522,177.8829,29.2468,200.3123,76.6404,83.9377,-5.5906,1734,16326,-1607
1860443,36.83,0.53,232.3,21416,21593,21419,4906,2382,2382,97.3,0.0714460935504922,253.502,29.2507,50.4364,37.1207,85.2395,59.0726,921,11060,18522
1860497,34.145,0.43,67.5,6040,5984,6298,1322,641,641,94.9,0.021007866715579616,138.7967,29.2525,197.0179,42.7299,63.4914,-33.7336,2221,4454,-3323
1860545,38.146,0.322,425.8,27585,27529,27870,-1862,-787,-787,70.2,0.09296431333172499,151.2049,29.2541,199.5754,53.4167,72.0162,-25.8254,7651,23569,-11992
1860636,38.07,0.45,411.1,21143,21098,21442,-7434,-2825,-2825,55.1,0.07152281329238777,165.6599,29.257,201.4315,65.9864,79.3675,-15.2589,3756,20005,-5553
1860744,37.65,0.52,338.8,22162,22350,22143,-1841,-772,-772,69.1,0.07386109759972681,257.464,29.2596,51.4773,33.7697,82.644,62.2877,1331,10308,19786
1861092,37.455,0.39,309.7,21112,21071,21411,-583,-250,-250,73.0,0.07141940842287633,168.805,29.2711,201.4948,68.73,80.6561,-12.8165,3336,20273,-4674
1861314,35.9,0.5,151.4,13311,13283,13605,2639,1263,1263,93.1,0.04538139515170859,177.936,29.2777,200.1596,76.6834,83.9259,-5.5362,1399,13147,-1281
1861345,36.88,0.56,237.7,26649,26723,26828,10252,5410,5410,120.7,0.08948857545976023,219.3049,29.279,44.4485,66.6446,91.3321,29.6416,-539,23219,13216
1861406,37.93,0.339,385.5,28095,28040,28382,1413,627,627,79.0,0.09467216149913953,152.2833,29.2811,199.7194,54.3539,72.6284,-25.0638,7584,24241,-11878
1861497,36.69,0.49,217.8,15168,15140,15463,-232,-100,-100,73.9,0.051579016040490255,177.4851,29.2837,200.2958,76.2914,83.7748,-5.8997,1633,14971,-1556
1861979,37.75,0.53,354.8,22447,22486,22673,-2391,-994,-994,67.7,0.07562898730427701,207.351,29.2999,45.9728,77.0559,90.3315,19.2601,-122,21227,7417
1862008,36.73,0.52,221.8,19430,19484,19637,3794,1809,1809,93.1,0.06550198137406112,212.5935,29.301,44.6857,72.4967,90.8821,23.8028,-274,17825,7864
1862014,37.93,0.52,385.5,26009,26078,26196,-858,-367,-367,72.6,0.08738045037810792,217.4976,29.3014,44.4556,68.221,91.225,28.068,-491,23005,12270
1862040,37.03,0.53,254.7,22100,22081,22389,4314,2053,2053,93.0,0.07468166527391426,182.4847,29.3021,197.1338,80.6068,85.2834,-1.8076,1815,21995,-696
1862192,37.99,0.53,396.3,27274,27274,27547,-195,-85,-85,74.5,0.09188690130423495,191.4067,29.3067,153.0318,87.4733,87.5554,5.6324,1158,27117,2677
1862297,36.76,0.48,224.9,14125,14071,14381,-1842,-756,-756,66.4,0.04796985253044625,137.8744,29.3108,196.7269,41.9525,62.7153,-34.2198,5334,10340,-7913
1862354,38.08,0.48,413.0,25649,25716,25837,-3095,-1280,-1280,66.7,0.08618295527634655,217.0799,29.3123,44.4827,68.5853,91.1903,27.7049,-472,22763,11955
1862443,36.86,0.55,235.5,22554,22570,22809,6135,3041,3041,102.6,0.07608263447374651,198.4667,29.314,58.1053,84.5983,88.9742,11.6259,396,22104,4548
1862444,37.45,0.378,309.0,21604,21587,21891,-38,-17,-17,74.9,0.07302051607982747,183.689,29.3147,195.6502,81.6318,85.6112,-0.8098,1652,21522,-305
1862629,36.99,0.55,250.0,23907,24048,23976,6318,3119,3119,101.8,0.07997532746470894,241.4668,29.3211,47.743,47.4241,89.6161,48.8947,106,15810,18120
1862749,33.745,0.6,56.1,3769,3851,3936,-228,-96,-96,70.9,0.013129082786999265,221.9777,29.3248,44.724,64.3162,91.3515,31.9728,-77,3266,2039
1862852,37.84,0.52,369.8,24957,24959,25227,-790,-338,-338,72.7,0.08414821429563782,192.4119,29.3285,132.9891,87.7647,87.7569,6.4859,971,24780,2819
1862914,38.471,0.375,494.5,27817,27834,28070,-6218,-2480,-2480,60.9,0.09363144152212129,198.9212,29.3297,56.7478,84.2244,89.0394,12.0173,457,27220,5795
1863054,37.27,0.53,284.4,22585,22617,22821,2651,1214,1214,85.0,0.07612266216517029,204.4697,29.335,47.8188,79.5406,89.9149,16.7791,33,21654,6529
1863103,37.12,0.53,265.5,21509,21581,21691,2817,1299,1299,86.3,0.07235338788943116,218.5924,29.3366,44.5698,67.2667,91.2371,29.0232,-407,18866,10470
1863228,37.61,0.54,332.7,25759,25925,25782,2356,1065,1065,82.7,0.08599949502398757,249.9087,29.3403,49.6626,40.1968,86.8628,56.0608,793,14453,21508
1863351,35.255,0.48,112.5,8010,7958,8250,-5,-2,-2,75.0,0.027519037853847544,132.8789,29.3446,195.4788,37.7041,58.4896,-36.8948,3326,5426,-4777
1863389,37.91,0.53,381.9,26268,26216,26561,-239,-103,-103,74.3,0.08859795932558118,157.3851,29.3458,200.3967,58.787,75.3769,-21.4011,6163,23618,-9566
1863657,36.88,0.49,237.7,16226,16412,16214,-873,-370,-370,71.1,0.054084082395428376,256.2762,29.3548,51.2752,34.7964,83.3128,61.2967,918,7829,14395
1863783,36.74,0.49,222.8,13122,13155,13356,-2737,-1089,-1089,62.0,0.04455082055466519,204.9813,29.3592,47.5659,79.0964,89.9612,17.2235,9,12565,3895
1863832,38.13,0.52,422.7,25186,25298,25304,-4286,-1740,-1740,63.8,0.08440505864894039,232.0275,29.3608,46.0475,55.583,90.9863,40.7257,-330,19169,16505
1863909,36.27,0.55,179.5,15961,15914,16184,3262,1565,1565,94.0,0.05398401316686893,127.6993,29.3639,194.1172,33.3278,53.6695,-39.3459,7291,9914,-10089
1864112,37.34,0.52,293.8,21686,21855,21704,834,369,369,78.0,0.07239675122180693,250.7483,29.3697,49.9021,39.4879,86.4344,56.7537,745,11959,18277
1864139,37.99,0.343,396.3,25762,25771,26025,-1769,-747,-747,70.1,0.08681005577531907,195.3141,29.3701,79.542,86.8855,88.3218,8.9532,746,25446,4011
1864140,36.58,0.54,207.0,20791,20890,20931,6222,3140,3140,106.6,0.06981830076592521,227.6475,29.3707,45.4235,59.3853,91.2397,36.9138,-361,16698,12546
1864254,38.28,0.54,452.9,27338,27503,27364,-4194,-1714,-1714,64.7,0.09127647901002234,249.4214,29.3738,49.5895,40.6192,87.0141,55.6433,809,15501,22705
1864487,37.94,0.48,387.3,26695,26834,26767,-388,-168,-168,73.9,0.08928510136168936,240.9289,29.3819,47.7211,47.8966,89.6453,48.4223,111,17808,20073
1864489,36.33,0.52,184.5,14988,14941,15285,1968,909,909,86.2,0.050985271951037546,162.3609,29.3822,200.8945,63.1166,77.7833,-17.7046,3012,13911,-4544
1864523,37.92,0.52,383.7,25317,25295,25608,-1344,-571,-571,71.2,0.08541909349834279,180.6919,29.383,198.2067,79.0534,84.6819,-3.2525,2341,25146,-1435
