AGC,RAJ2000,DEJ2000,cz,rgal,Vgal
25706,07 28 59.1,-51 26 52,8186,6549,1637
3872,07 29 04.9,+33 51 39,4089,4847,-703
25715,07 29 06.0,-66 54 43,5321,6413,-1092
3879,07 29 44.1,+33 41 24,4944,3962,982
3884,07 30 04.7,+34 01 38,5041,4813,228
25719,07 30 11.6,-62 15 05,3351,3671,-320
3834,07 30 17.3,+79 52 21,2024,2316,-292
25721,07 30 26.8,-61 47 23,3353,3297,56
3882,07 30 43.0,+55 32 06,11773,11768,5
25732,07 30 44.3,-72 22 50,10281,10785,-504
3859,07 30 48.9,+73 42 22,5395,4888,420
3892,07 31 09.7,+13 03 34,8294,7535,759
3902,07 33 23.7,+31 28 59,5177,6124,-947
3915,07 34 55.7,+31 16 35,4839,4750,126
3917,07 35 02.4,+32 49 20,4836,4404,464
25745,07 35 07.3,-46 55 28,3055,2530,525
3924,07 35 38.1,+11 31 20,5358,4008,1332
3925,07 35 41.4,+11 36 42,5316,3868,1472
3922,07 36 47.0,+55 02 27,8873,11356,-2483
3909,07 36 58.8,+73 42 48,961,1702,-741
3932,07 37 03.2,+22 21 08,4761,4923,-162
3919,07 37 05.1,+64 33 09,4918,5725,-807
3941,07 37 22.8,+14 04 40,4965,4566,496
3933,07 37 37.0,+41 56 46,6027,5943,84
25767,07 37 37.0,-52 18 14,3238,3706,-468
25777,07 38 04.4,-55 11 23,2984,3475,-491
3944,07 38 36.5,+37 37 00,4044,4311,-267
3952,07 39 10.1,+19 29 51,5295,4934,326
3943,07 39 10.9,+59 09 40,3602,4170,-568
3949,07 39 45.3,+48 44 29,6494,3162,3464
25798,07 40 05.8,-66 30 26,10777,10330,447
3962,07 40 29.6,+13 52 18,8918,5790,3128
3959,07 40 39.2,+39 13 58,3496,3316,180
3969,07 41 14.3,+27 36 50,8305,8711,-406
3967,07 42 29.5,+62 56 47,5935,4875,1060
3980,07 42 44.0,+18 19 37,8600,8959,-359
3987,07 43 30.4,+22 55 49,7450,6298,1152
3986,07 43 33.0,+31 32 05,3903,4173,-270
25812,07 43 43.1,-56 45 58,2980,2902,78
3985,07 43 50.3,+49 36 50,5796,7573,-1777
3996,07 44 13.7,+31 39 02,4373,3228,1223
3979,07 44 30.9,+67 16 23,4107,5010,-903
25818,07 44 38.3,-58 09 12,3079,3258,-179
3991,07 45 35.5,+65 45 32,4135,3155,980
4010,07 45 44.5,+04 58 53,2991,3322,-331
4025,07 46 55.9,+07 17 45,5289,4779,500
4029,07 48 18.9,+34 19 55,4582,4190,392
4024,07 48 33.0,+62 12 25,1784,2434,-650
4032,07 48 35.1,+30 09 13,8300,9378,-1078
4034,07 49 19.1,+30 54 08,4146,5000,-854
4039,07 49 40.8,+29 56 37,3884,4164,-280
25861,07 49 49.2,-69 47 17,10369,9820,549
4040,07 49 50.7,+33 57 44,4963,7156,-2288
4042,07 49 59.9,+30 01 30,8470,10403,-1933
4047,07 50 09.2,+30 43 55,4451,3299,1152
4046,07 50 10.6,+30 41 05,4611,2672,1939
4043,07 50 46.1,+54 21 42,3504,5888,-2601
4059,07 52 36.8,+62 32 46,6639,6544,95
4065,07 53 05.0,+55 14 26,7576,9196,-1569
4067,07 54 54.2,+72 36 42,3487,4573,-1084
25887,07 56 06.5,-68 16 42,5425,5188,237
25886,07 56 23.3,-59 21 58,10294,9569,725
4132,07 59 13.0,+32 54 54,5388,6301,-913
170378,07 59 39.3,+26 33 08,7601,7715,-114
4154,08 00 06.3,+13 09 07,4845,4419,426
4128,08 00 12.7,+60 17 17,6058,5520,538
4155,08 00 21.0,+26 36 49,8256,7869,423
4146,08 01 02.0,+59 08 21,12432,15167,-2735
4171,08 01 31.0,+09 42 26,5114,5090,32
4183,08 02 21.5,+06 52 42,9520,6926,2594
25917,08 02 28.1,-72 25 24,8535,6136,2399
4169,08 02 33.1,+61 23 16,1666,2243,-675
25912,08 03 00.4,-58 42 24,8724,8998,-274
4166,08 04 08.4,+74 02 51,3831,4572,-741
25924,08 04 24.4,-61 31 18,8186,6415,1771
4078,08 04 24.4,+84 38 28,1839,2370,-481
480005,08 05 37.9,-11 25 40,1836,1261,575
4233,08 07 17.3,+08 52 07,9135,8519,616
4226,08 07 21.4,+40 23 53,8076,9780,-1704
4247,08 09 03.4,+16 40 37,3069,4850,-1586
180807,08 09 11.2,+57 41 06,6030,5368,662
4252,08 10 00.0,+40 06 09,6292,6932,-640
25966,08 10 00.5,-64 56 09,6105,5471,634
4243,08 10 25.3,+67 14 34,5007,5002,5
4258,08 10 47.8,+46 54 41,3264,4024,-760
4269,08 12 01.5,+19 21 52,8747,7800,947
4275,08 12 46.5,+26 21 40,6512,5523,989
4277,08 13 57.1,+52 38 52,5583,7542,-1926
4278,08 13 59.0,+45 44 38,706,939,-284
25988,08 13 59.3,-70 35 25,10762,11947,-1185
4284,08 14 40.3,+49 03 42,696,1038,-383
4301,08 16 02.1,+28 37 28,6173,6277,-104
4306,08 17 36.7,+35 26 44,2589,2287,302
4317,08 17 52.5,+12 53 52,9951,10168,-217
4315,08 18 01.4,+24 44 10,2305,2190,145
4321,08 18 21.8,+11 37 33,9878,8952,926
180814,08 18 24.9,+11 37 08,9922,10161,-239
180815,08 18 27.7,+11 37 52,23532,25403,-1871
4325,08 19 20.5,+50 00 33,660,820,-165
4326,08 20 35.4,+68 36 02,4739,5051,-312
480016,08 22 28.5,-11 24 58,4878,4507,371
4370,08 22 28.7,-01 02 45,4772,2959,1833
4374,08 22 53.3,+03 34 16,4252,2583,1669
4371,08 22 57.7,+25 44 18,8570,9169,-600
4381,08 23 13.2,-00 51 52,4893,4062,730
480021,08 23 15.4,-04 58 12,7080,7424,-344
26037,08 23 40.8,-60 52 33,2764,2670,94
180613,08 24 14.3,+34 19 41,5398,5980,-582
4359,08 24 33.9,+74 00 43,2302,2626,-345
4392,08 25 01.7,-00 35 32,5268,4827,441
4395,08 25 47.6,+28 07 04,2412,2720,-385
4393,08 26 04.5,+45 58 02,2281,1062,1219
180869,08 27 13.3,+25 58 01,23008,19810,3198
4418,08 27 27.8,+25 43 26,2473,3109,-774
180772,08 28 09.9,+30 23 51,16978,11222,5756
180785,08 28 58.8,+30 27 28,15403,19123,-3720
180789,08 29 07.4,+30 25 38,14315,15434,-1119
180792,08 29 17.3,+30 18 43,14646,13027,1619
180312,08 29 26.0,+30 25 29,15573,11070,4503
180793,08 29 27.3,+30 32 56,14725,17425,-2700
180798,08 29 47.1,+30 39 21,14883,15122,-239
180800,08 29 57.3,+30 35 29,15101,18483,-3382
180802,08 30 28.2,+30 50 28,22310,25157,-2847
180803,08 30 28.3,+30 31 00,28127,29082,-955
4450,08 31 24.8,+27 34 46,6112,4673,1446
26079,08 33 17.7,-17 57 22,4820,5951,-1131
26085,08 33 56.7,-21 53 06,2054,2117,-63
4484,08 35 17.4,+28 28 22,2383,1514,821
26144,08 36 39.5,-83 27 53,5307,4586,721
4472,08 37 25.9,+78 01 31,1344,1573,-194
4511,08 38 34.0,+30 47 53,7902,6250,1652
26128,08 39 33.7,-63 07 41,5288,7226,-1938
4514,08 39 37.7,+53 27 22,827,1495,-648
4512,08 39 39.9,+60 58 07,8016,7980,36
4502,08 39 54.8,+73 45 15,3324,3232,240
4515,08 40 09.6,+52 27 20,5108,5072,36
4524,08 40 14.5,+05 38 06,2222,2621,-399
26132,08 41 22.1,-20 15 47,4853,4251,602
26134,08 41 34.9,-20 18 56,5999,5564,435
26154,08 42 24.4,-73 52 39,5222,6589,-1367
26137,08 42 32.4,-19 52 23,7102,5366,1736
26146,08 42 42.9,-67 48 52,7209,7206,3
26138,08 42 56.2,-20 03 02,2003,2032,-29
26140,08 43 06.4,-17 52 50,6074,6626,-552
4550,08 43 15.9,+13 05 08,2342,3033,-759
26169,08 43 48.3,-78 56 53,5565,5455,107
4559,08 44 07.5,+30 07 09,2315,3045,-751
4558,08 44 09.0,+33 30 55,7891,8687,-796
4565,08 44 21.9,+09 32 14,4346,6141,-1762
26148,08 44 30.0,-20 21 01,3763,3956,-193
4567,08 44 42.6,+09 48 02,4364,5096,-717
4573,08 45 15.7,+09 38 45,4421,4491,-112
4575,08 45 39.7,+23 52 06,13169,15656,-2487
26163,08 47 16.4,-20 02 09,4875,6125,-1250
4597,08 47 40.1,+25 53 36,6787,6641,146
4576,08 47 58.2,+73 32 18,2422,2062,219
4574,08 48 04.2,+74 05 57,2212,2078,93
4607,08 48 09.1,+17 36 39,6451,7684,-1233
480063,08 48 18.6,-03 01 09,4265,4371,-106
4611,08 48 50.5,+29 52 11,6198,7580,-1382
480064,08 49 00.3,-07 49 45,3211,3067,144
4617,08 49 27.2,+29 31 11,8413,9677,-1264
26195,08 50 05.1,-70 07 33,3719,1881,1838
4625,08 50 17.8,+03 29 49,8766,8270,496
480066,08 50 20.0,-16 34 43,5881,415,5466
4628,08 51 40.4,+51 07 04,929,1447,-600
4640,08 51 43.7,-02 08 04,3610,3462,155
4641,08 52 41.6,+33 25 10,636,905,-269
4623,08 53 11.2,+76 29 10,2910,3073,-163
4655,08 53 32.7,+04 46 53,6486,7125,-639
26232,08 55 36.1,-67 27 03,3419,3856,-437
480077,08 56 07.8,-03 21 37,2290,2792,-656
4691,08 57 20.6,+02 55 14,4217,4527,-310
480084,08 58 12.1,-06 11 54,5167,4548,619
4698,08 58 32.6,+28 15 59,8247,10501,-2254
480085,08 58 46.2,-03 42 34,3066,3027,39
480086,08 58 56.8,-04 54 05,4026,4709,-683
4695,08 59 05.8,+53 46 15,2476,2580,-64
4708,08 59 30.6,+44 54 51,2003,2328,-256
480088,08 59 53.6,-07 24 53,6116,5378,738
4697,09 00 12.9,+70 01 09,3794,3816,-22
4719,09 00 38.0,+50 40 40,5246,6008,-864
4725,09 00 55.3,+31 59 35,2234,3100,-864
26262,09 01 28.5,-26 18 01,2253,3153,-900
180589,09 01 45.3,+12 59 29,9049,8431,618
26280,09 02 39.4,-68 13 37,4159,4678,-519
4745,09 02 43.6,+25 05 29,6267,6915,-557
4746,09 02 43.9,+25 25 15,6298,6213,145
4747,09 03 14.9,+30 35 29,4556,4322,234
26286,09 03 37.2,-67 57 58,1578,1081,497
4758,09 04 47.3,+22 01 43,10533,11465,-932
26289,09 05 31.1,-19 02 33,2267,2700,-433
490002,09 06 05.5,-04 21 22,6786,7400,-614
4781,09 06 34.5,+06 18 11,1756,1851,-95
26317,09 06 34.8,-75 48 27,4752,5165,-413
4777,09 06 40.3,+34 37 11,2283,2491,-255
490235,09 06 41.1,-10 00 30,7939,5518,2421
490006,09 06 49.2,-15 29 59,2205,1941,418
490007,09 06 59.6,-07 23 39,6148,5246,1026
490240,09 07 04.7,-09 14 54,16532,6885,9714
490243,09 07 21.8,-09 16 42,16461,20948,-4349
4779,09 07 33.5,+60 28 46,1406,1607,-155
490249,09 07 39.6,-09 27 02,16298,15873,726
26308,09 07 41.7,-23 37 14,3752,3963,-211
4792,09 08 05.8,+20 30 14,7956,7548,408
4759,09 08 06.2,+78 05 07,1342,1371,8
26313,09 08 20.8,-22 29 03,8013,9424,-1411
4800,09 09 19.5,+54 54 41,2575,3129,-613
4809,09 09 20.4,+20 41 51,3298,3232,32
4806,09 09 33.7,+33 07 25,2186,1881,355
26350,09 10 11.6,-79 14 03,1804,2260,-456
26330,09 10 25.1,-23 29 28,5413,6324,-911
4828,09 11 09.7,+19 40 03,9264,9371,-33
4824,09 11 33.8,+51 15 14,2349,2449,-100
26338,09 11 54.4,-20 07 00,2492,2370,122
4845,09 12 25.7,+09 57 19,2421,2772,-331
4844,09 13 02.3,+49 38 21,4171,3708,463
4857,09 13 13.4,+03 13 49,4105,3740,316
4861,09 13 35.6,+12 26 26,5201,5035,202
4825,09 13 43.3,+76 28 32,1495,1466,-87
26355,09 14 37.0,-19 33 04,5448,5191,257
26360,09 15 05.0,-28 15 42,2425,2797,-372
4880,09 15 17.0,+11 53 08,5268,5888,-651
190864,09 15 28.3,+11 50 05,15018,6079,8939
26375,09 16 19.5,-23 37 59,2857,3062,-205
4900,09 16 39.7,+07 15 58,5939,4614,1325
26380,09 16 47.6,-26 48 59,2743,3999,-1256
4895,09 16 49.4,+27 29 21,7333,7457,-124
490060,09 17 39.2,-07 54 26,7873,6560,1313
4906,09 17 40.1,+52 59 35,2435,2525,-90
4923,09 17 50.6,-00 16 44,5550,4323,1227
26385,09 17 52.4,-22 21 23,1202,708,494
26389,09 18 12.2,-18 26 32,4748,4263,485
4925,09 18 19.8,+17 45 10,3306,4222,-916
4888,09 18 32.7,+73 45 36,2304,2391,-87
190809,09 18 33.4,+34 20 42,14027,15136,-1109
26410,09 19 54.7,-68 54 33,3520,3615,-95
4943,09 19 58.1,+37 11 27,2495,4845,-2350
26409,09 21 08.1,-31 53 29,2166,1952,214
4970,09 21 45.6,+39 31 27,2628,3821,-1193
4966,09 22 02.0,+50 58 39,803,1393,-610
490302,09 22 09.6,-00 32 22,17148,15187,1961
490303,09 22 22.6,-00 29 18,26659,25576,1083
4996,09 23 15.6,-00 43 42,3831,3549,282
26431,09 23 36.2,-26 52 48,2677,3230,-553
5010,09 24 55.3,+26 46 29,4381,5066,-685
5017,09 25 24.8,+11 04 26,3513,4669,-1077
5014,09 25 42.5,+34 51 21,5114,4867,247
5020,09 26 01.5,+34 39 12,1868,2408,-528
5030,09 26 36.0,+07 57 13,2466,2473,-32
26463,09 27 11.7,-27 55 58,10831,9578,1253
5034,09 27 53.8,+57 22 30,3352,3206,146
5033,09 28 11.6,+64 56 03,5305,5923,-618
26474,09 28 17.2,-19 26 07,5332,5671,-512
26476,09 28 31.0,-20 54 49,10098,10042,56
5056,09 29 30.2,+07 43 04,2458,3289,-848
190713,09 32 00.7,+12 15 42,6213,7932,-1719
5079,09 32 09.6,+21 30 03,848,739,109
190347,09 32 51.7,+12 17 14,5014,6411,-1397
490096,09 33 15.3,-16 46 04,2446,2525,-105
490097,09 33 43.0,-11 19 08,3002,3021,-19
5093,09 34 00.1,+10 01 45,3467,3710,-118
5102,09 34 47.5,+10 16 59,2751,3115,-364
5107,09 35 07.3,+05 07 10,2337,2565,-93
26524,09 35 57.3,-24 58 51,9158,9238,-80
26530,09 36 44.9,-21 07 41,2583,1981,602
5121,09 37 05.2,+13 53 39,8892,9512,-620
490113,09 37 46.7,-10 58 27,5703,6741,-955
26543,09 38 00.9,-20 51 37,10334,7227,3107
26548,09 38 07.5,-33 55 38,2945,2691,254
5134,09 38 07.9,+09 31 23,3663,3052,540
26565,09 38 19.3,-70 04 35,6221,6730,-509
5115,09 38 25.4,+76 19 08,2319,3689,-1384
5140,09 39 07.9,+34 00 23,4678,4011,667
5148,09 39 33.4,+11 30 33,6221,7295,-1074
26576,09 39 45.9,-68 49 21,4861,3895,966
5149,09 39 46.0,+20 59 59,5031,5521,-490
5157,09 40 58.2,+47 37 14,5025,3864,1161
26581,09 41 43.3,-28 11 29,2853,2835,18
490128,09 42 12.3,-04 42 59,4815,4216,599
490130,09 42 23.0,-06 15 04,2194,2477,-256
5183,09 42 54.2,+31 50 48,1599,1197,539
5192,09 43 08.4,+21 10 54,5239,6032,-793
490136,09 43 11.9,-09 36 43,6086,7115,-1029
5201,09 44 35.1,+55 45 45,7780,7867,-87
5215,09 45 14.3,+09 06 36,5813,6115,-302
26610,09 45 25.7,-18 22 35,4479,4523,-101
5218,09 45 30.1,+06 22 36,3421,4008,-595
490155,09 46 03.8,-03 58 15,5135,4405,730
490154,09 46 06.4,-03 53 32,5186,5404,-218
5210,09 46 24.3,+68 57 27,4524,4671,-118
190788,09 46 30.8,+15 53 09,4114,5140,-1026
26623,09 46 34.4,-23 55 06,4800,4370,333
5238,09 46 53.8,+00 30 26,2127,2459,-239
5203,09 46 54.8,+79 48 37,1556,2089,-533
26634,09 47 12.7,-24 50 19,4629,3526,1177
5240,09 47 21.8,+25 44 44,7219,7952,-733
5249,09 47 45.3,+02 37 35,2216,2040,180
5251,09 48 35.8,+33 25 16,1740,1512,224
5250,09 48 43.6,+44 04 50,4979,4427,494
5244,09 48 48.1,+64 10 00,3132,3363,-231
490160,09 48 53.9,-08 03 05,6934,5830,1104
26650,09 49 10.3,-20 21 48,5042,4993,49
5258,09 49 25.8,+14 39 27,6242,6050,192
5267,09 49 52.8,+09 05 43,5981,5675,306
190867,09 49 53.4,+12 54 35,14301,16646,-2345
5271,09 50 06.7,+12 48 46,1766,1700,66
26663,09 50 13.3,-21 49 56,9139,6699,2440
26665,09 50 27.3,-21 48 08,9135,3377,5758
5280,09 50 57.4,+33 33 14,1796,1739,-3
5286,09 51 06.1,+09 00 29,5529,5335,247
5283,09 51 25.4,+44 55 24,4785,3095,1690
5295,09 52 54.4,+42 50 51,5012,4931,-10
5303,09 53 07.2,+16 40 38,1728,1897,-131
26685,09 53 17.8,-18 38 46,2592,2957,-379
5301,09 53 20.8,+42 50 42,5083,3743,1178
5311,09 53 40.9,+01 34 45,1633,1403,238
26694,09 53 58.4,-31 18 05,4894,5057,-163
5320,09 54 17.8,+23 17 14,4441,5403,-962
26698,09 54 22.9,-33 06 59,1825,2304,-479
26697,09 54 27.9,-18 38 21,4120,3433,681
26699,09 54 28.9,-25 42 09,2758,2754,6
5324,09 54 46.2,+13 22 27,6286,6350,-64
190715,09 55 06.5,+13 31 27,7866,6809,1057
5328,09 55 18.0,+04 16 12,2163,2155,65
5329,09 55 33.6,+16 25 58,4053,3952,72
5316,09 55 40.7,+72 12 11,1122,1300,186
26715,09 56 04.9,-37 46 09,5134,3217,1917
191021,09 56 06.9,+16 17 22,22069,16759,5310
26713,09 56 07.8,-21 59 21,3588,5955,-2367
26740,09 58 20.7,-25 10 21,2719,2074,686
5359,09 58 51.6,+19 12 52,8779,9127,-348
26781,10 00 28.8,-35 32 49,8986,8002,984
490308,10 00 28.9,-14 48 57,9899,8780,1119
490200,10 00 35.0,-14 56 54,9428,10415,-987
26791,10 00 53.0,-42 41 09,10084,8758,1326
26794,10 01 32.4,-20 23 04,4065,4897,-832
5389,10 01 37.4,+39 37 36,7215,6447,768
5396,10 01 40.6,+10 45 22,5734,5223,359
5394,10 01 47.9,+36 29 56,1685,3086,-1350
5387,10 01 58.4,+55 40 49,1265,1414,-39
26822,10 03 42.1,-27 01 38,1288,1459,-51
26826,10 03 56.1,-34 48 27,9413,8353,1060
5426,10 04 29.5,+14 46 08,7299,8188,-889
26857,10 05 08.7,-70 49 07,5258,6252,-994
26843,10 05 39.4,-37 05 12,5082,6127,-1045
500011,10 05 46.4,-17 25 50,5334,5785,-451
26841,10 05 48.1,-18 14 49,5290,7559,-2269
500015,10 06 15.4,-16 01 18,5366,5751,-767
26856,10 06 25.2,-18 16 32,5224,5773,-549
5446,10 06 31.0,+32 56 48,1626,2655,-1019
26874,10 07 00.0,-34 21 21,9171,7592,1579
5452,10 07 11.5,+33 01 38,1611,2007,-371
5472,10 08 32.0,-00 40 02,6772,7562,-790
5471,10 08 36.3,+18 13 51,5400,5392,8
26894,10 09 07.3,-29 03 50,1435,1121,287
500025,10 09 16.9,-11 57 24,8173,9981,-1808
26910,10 09 56.4,-37 17 56,6459,5888,571
500032,10 10 09.9,-12 26 04,4025,4305,-280
26924,10 11 07.6,-21 31 54,9672,6436,3236
26954,10 12 06.9,-72 50 27,5343,5690,-347
500336,10 12 08.4,-01 25 06,13595,15135,-1540
26940,10 12 22.0,-25 46 08,9964,8946,1018
500338,10 12 41.8,-00 39 39,13619,16150,-2531
5505,10 12 50.4,+12 40 00,3148,2477,707
201119,10 13 09.7,+20 16 02,9054,6226,2828
500321,10 13 21.6,-00 46 51,14947,13614,1333
500048,10 13 46.8,-00 54 49,13087,13998,-911
5522,10 13 59.0,+07 01 24,1566,3243,-1602
26974,10 14 42.3,-28 52 15,1431,1780,-372
26983,10 14 49.3,-38 11 20,4694,3587,1107
500383,10 14 50.1,-01 23 09,9773,5221,4552
5520,10 15 00.5,+65 08 22,3423,3881,-415
500344,10 15 18.5,-01 26 11,17682,15271,2411
5519,10 15 32.3,+74 13 12,6497,5919,578
500345,10 15 35.6,-01 09 45,15686,18720,-3034
5537,10 15 42.2,+07 19 39,4101,5066,-965
5534,10 16 10.2,+58 25 37,7800,7322,587
26998,10 16 13.3,-29 12 15,11219,8680,2539
500347,10 16 22.8,-01 04 22,13863,13189,674
500392,10 16 52.7,-01 23 05,19369,20954,-1585
5552,10 17 25.8,+17 05 49,8625,7708,917
5554,10 17 38.6,+21 41 16,1549,1665,-43
5538,10 17 40.1,+74 20 50,2994,3832,-838
27023,10 18 36.4,-17 58 56,3850,4327,-477
27031,10 19 07.1,-40 40 46,7936,8850,-914
27028,10 19 08.1,-26 59 04,10124,10325,-201
27036,10 19 31.2,-39 28 41,4881,5120,-239
5574,10 19 43.0,+22 27 06,1783,1642,-20
5572,10 19 54.7,+45 32 59,877,967,-110
27046,10 20 03.5,-37 59 53,4813,4437,376
201117,10 21 34.5,+23 57 34,6640,7281,-641
5589,10 21 47.5,+56 55 49,1315,1423,-48
5607,10 22 24.4,+03 59 49,7191,5994,1245
27075,10 22 30.8,-36 58 45,4980,5724,-744
5599,10 22 35.4,+43 50 48,5489,5998,-509
5604,10 22 40.8,+46 14 18,5278,5324,-46
5616,10 23 22.0,+09 56 14,10067,10979,-912
500358,10 23 24.3,-03 23 18,8930,4219,4711
5625,10 23 48.5,+12 37 46,3469,3607,-138
200336,10 23 57.8,+12 41 10,13961,11443,2518
500076,10 24 07.4,-05 37 54,5634,4800,834
500362,10 24 11.5,-05 37 17,16496,20775,-4279
500324,10 24 17.6,-05 40 41,6263,5629,634
27100,10 24 38.0,-21 29 32,5929,6729,-800
200348,10 24 47.6,+12 41 27,10342,11856,-1514
5631,10 25 10.1,+58 08 59,2271,3085,-783
5641,10 25 35.5,-02 12 55,5907,4788,1170
200356,10 25 43.2,+10 57 23,9912,9965,-53
200360,10 25 52.9,+12 42 39,10071,8676,1395
200365,10 26 13.7,+11 02 32,9842,5714,4128
5651,10 26 25.5,+17 30 37,5895,5052,839
200376,10 26 36.3,+12 02 17,9747,10255,-508
27133,10 26 44.0,-21 51 42,6047,7353,-1306
5656,10 26 49.7,+34 55 12,6932,6633,299
5662,10 27 01.2,+28 38 21,1615,2215,-404
5665,10 27 22.1,+11 04 46,10060,12323,-2155
5670,10 27 44.1,+27 08 34,6866,6603,263
27154,10 27 51.5,-33 07 32,9192,10606,-1414
27159,10 28 01.9,-42 06 37,5738,5953,-215
5687,10 29 15.5,+06 07 39,3916,3675,241
5685,10 29 19.9,+29 29 29,1646,2187,-376
5708,10 31 13.2,+04 28 19,1532,1636,5
27213,10 31 18.2,-18 32 37,10279,8575,1704
5711,10 31 29.9,+24 52 08,6564,6202,362
200445,10 31 31.2,+12 29 44,10309,11001,-833
5717,10 32 34.6,+65 02 26,1787,2619,-1133
200452,10 32 39.3,+12 10 41,10227,8834,1334
5741,10 34 42.8,+11 11 48,1739,2513,-872
5746,10 35 08.6,+45 05 04,7767,6243,1524
27308,10 35 19.1,-44 10 32,6360,6095,265
27311,10 35 47.3,-29 01 38,10094,8665,1429
500130,10 36 15.2,-08 20 02,5400,4447,953
5753,10 36 16.4,+37 19 27,1832,2241,-409
27334,10 36 48.9,-18 06 21,6392,5047,1345
5774,10 37 10.3,+12 39 08,3231,3677,-384
5775,10 37 22.2,+37 04 37,7332,9519,-2187
27380,10 37 58.0,-43 55 30,6810,6920,-110
5783,10 38 05.2,+01 44 41,10741,8203,2538
5757,10 38 08.9,+79 21 58,1975,2795,-820
5787,10 38 26.2,-02 34 09,8638,7603,1035
5788,10 38 46.8,+05 41 47,8706,6956,1987
500163,10 38 50.6,-11 38 54,2856,2984,-128
5789,10 39 09.5,+41 41 11,979,898,81
5794,10 39 36.6,+47 23 51,2528,2721,-193
5818,10 41 15.7,+06 21 39,6610,7356,-746
5821,10 41 45.2,+15 38 33,6937,8827,-1867
5826,10 42 07.6,+13 44 48,1642,1845,-158
27472,10 42 37.4,-23 56 05,1386,1054,338
27473,10 42 45.4,-26 47 36,10994,9783,1211
5850,10 43 57.6,+11 42 12,1125,847,706
201196,10 44 05.7,+26 03 41,16456,13670,2786
5852,10 44 12.2,+06 45 30,6498,5181,1317
500190,10 44 28.6,-11 12 28,2280,2056,309
5855,10 44 37.1,+26 10 54,6559,6520,103
5858,10 44 49.1,+15 57 04,6818,2535,4283
5869,10 45 42.7,+11 20 37,6916,6400,516
5878,10 46 12.6,+01 48 46,1348,1428,34
5882,10 46 45.7,+11 49 11,1235,732,821
5887,10 47 04.1,+17 16 23,1615,2064,-511
5897,10 47 41.5,+11 04 36,3064,2683,435
5914,10 48 28.6,+12 31 57,1650,1598,89
27545,10 48 43.7,-45 25 10,5943,5479,464
500203,10 50 20.2,-17 02 34,6515,6257,258
5958,10 51 15.8,+27 50 56,1483,2117,-634
5965,10 51 19.9,+14 01 22,3417,3691,-274
27566,10 51 24.5,-19 53 19,2413,1834,579
5968,10 51 29.5,+09 16 45,8374,8179,195
27570,10 51 33.4,-35 28 26,5079,5902,-823
5974,10 51 35.1,+04 34 57,1399,1974,-512
5985,10 52 06.8,-00 33 39,5926,5548,372
5982,10 52 11.4,+32 57 04,1866,2330,-519
5994,10 52 33.4,+10 01 07,6738,8046,-1308
5995,10 52 35.4,+22 56 05,1595,1981,-428
27581,10 52 47.7,-45 40 39,3161,3341,-180
6004,10 52 59.4,+10 12 36,9748,11033,-2090
500213,10 53 12.6,-07 25 45,2830,3839,-1009
6012,10 53 38.6,+26 54 34,6646,7464,-818
6009,10 53 49.6,+57 07 05,2066,2996,-861
27587,10 53 51.5,-38 12 46,8012,6487,1525
5997,10 53 54.5,+73 41 23,1319,2093,-877
500216,10 54 03.3,-16 01 43,4555,3112,1621
27597,10 54 28.8,-46 12 41,6141,6541,-400
6028,10 54 31.1,+17 17 02,1440,2292,-739
6021,10 54 35.9,+56 59 21,2167,1148,987
27634,10 55 17.6,-85 35 33,4633,3579,1054
27599,10 55 19.6,-30 28 06,2508,2863,-355
201060,10 57 57.7,+01 39 20,12551,11603,948
500227,10 58 05.4,-04 45 34,7046,7698,-652
200742,10 58 17.5,+01 08 29,12379,10555,1824
200743,10 58 19.5,+01 33 36,12493,14394,-1901
200752,10 58 36.9,+01 25 17,11744,12416,-672
27636,10 58 59.8,-35 49 29,9217,6401,2816
200760,10 59 01.4,+01 24 43,12897,12050,847
201069,10 59 05.5,+01 36 13,12255,12881,-626
200763,10 59 05.8,+01 10 56,12044,9271,2773
200765,10 59 09.1,+01 22 00,12220,10262,1958
6069,10 59 27.4,+46 07 18,6895,6501,305
200788,10 59 40.6,+01 27 11,12550,11436,1114
200799,11 00 00.9,+01 37 31,13143,10515,2628
27651,11 00 16.7,-38 37 53,8038,7850,188
6083,11 00 23.7,+16 41 31,1285,2333,-780
6080,11 00 40.1,+61 19 13,2313,2597,-457
27653,11 01 02.2,-43 40 37,1597,1179,418
6098,11 01 16.3,+03 37 39,1490,1389,73
6096,11 01 23.7,+57 40 39,3151,3389,-238
6104,11 01 50.9,+16 36 24,3286,3470,-178
6116,11 02 47.4,+17 59 22,1464,1795,-242
27671,11 03 23.6,-23 05 10,1471,905,599
510003,11 03 35.7,-17 28 44,8436,9191,-755
6126,11 03 43.5,+28 53 07,1002,1288,-298
6150,11 05 48.8,-00 02 05,1165,1149,157
6152,11 06 06.9,+29 55 56,9222,6754,2468
6162,11 06 54.8,+51 12 11,2402,2426,-24
6167,11 06 56.8,+07 10 26,1776,1489,401
6170,11 07 18.1,+28 31 39,10392,8995,1569
27713,11 07 35.8,-39 58 26,7346,7369,-23
210080,11 09 08.8,+28 40 21,10006,10966,-960
211452,11 09 16.8,+21 32 26,17204,5840,11364
211453,11 09 24.9,+22 29 02,6738,4282,2456
211458,11 09 43.1,+21 58 46,10437,10301,136
