AGC,RAJ2000,DEJ2000,cz,rgal,Vgal
33879,20 51 44.7,-18 19 53,8363,7987,376
600289,20 51 55.4,-51 49 28,14609,14699,-1082
600300,20 52 16.5,-51 45 08,15150,8839,6311
600234,20 52 18.2,-51 57 50,14664,15094,-1477
33883,20 52 43.1,-52 10 22,14361,12208,2153
600308,20 52 45.4,-52 09 54,14438,13985,-368
600241,20 52 46.0,-53 04 33,12960,12600,360
600309,20 52 47.4,-51 55 15,19697,20632,-935
33887,20 52 59.4,-51 51 55,15565,5461,10104
600235,20 53 06.6,-51 47 52,14587,6149,8438
600154,20 53 33.6,-52 43 52,14394,11840,2554
600236,20 53 46.5,-52 59 06,14652,12601,2051
33905,20 54 06.4,-28 40 58,10385,9198,1187
11647,20 54 12.1,+17 46 46,7700,9347,-1647
33913,20 55 14.1,-49 11 13,6984,5541,1443
11649,20 55 27.6,-01 13 31,3495,4148,-653
11650,20 56 27.6,+12 02 26,8757,8733,24
300085,20 57 09.2,+13 31 25,4635,4988,-675
33943,20 57 36.7,-46 36 18,4782,4648,134
33947,20 57 49.5,-43 22 33,8957,7292,1665
33944,20 57 52.1,-51 52 10,4507,3453,1108
33956,20 57 55.3,-17 56 33,8132,9649,-1517
33953,20 58 01.1,-32 17 28,9437,8570,867
300091,20 58 06.5,+13 30 53,8582,7390,1192
33967,20 58 28.2,-19 58 50,8349,8206,143
33971,20 58 59.1,-39 27 43,9072,8202,870
11656,20 59 05.3,+11 16 51,4268,4815,-547
11660,21 00 31.6,+13 29 30,4487,3100,1387
11662,21 00 42.4,+17 48 17,4996,4475,521
34008,21 00 52.6,-48 36 01,7089,7975,-886
600179,21 02 31.2,-16 49 05,1191,1550,-359
34091,21 04 24.4,-21 46 56,8362,7795,567
310007,21 04 28.8,+07 58 48,5204,6693,-1489
34101,21 04 48.8,-17 53 05,8736,9749,-1013
610198,21 05 39.1,-25 33 03,11914,9865,1258
34135,21 06 25.7,-24 24 50,10897,9521,1602
610212,21 06 31.0,-24 29 17,10128,10105,1018
610214,21 06 39.9,-25 27 56,11046,10670,453
610217,21 07 00.4,-24 37 11,11045,11699,-576
610220,21 07 11.2,-25 15 09,11331,10780,343
610222,21 07 20.9,-25 37 48,11940,10321,802
610224,21 07 23.5,-25 34 16,12486,10124,999
610231,21 07 38.9,-24 39 22,10878,15762,-4639
34162,21 08 18.0,-43 54 56,9186,5224,3962
11683,21 08 26.6,+18 11 27,4721,5402,-681
34184,21 08 44.1,-22 54 37,8572,6018,2554
34189,21 09 07.0,-25 33 20,8535,5618,2917
610251,21 09 16.2,-25 33 37,8610,9938,-1328
610018,21 10 05.5,-03 41 51,1917,2826,-909
34213,21 10 18.5,-29 31 38,5299,4762,722
34202,21 11 02.8,-65 31 38,10860,10838,22
11696,21 11 55.0,+11 22 45,4979,4307,672
310030,21 12 01.2,+11 29 45,4699,6296,-1597
310298,21 12 06.2,+11 20 41,4696,4915,-219
34252,21 12 10.6,-37 37 39,7457,7006,451
34267,21 12 43.5,-36 51 31,8675,8353,322
610024,21 13 12.9,-00 21 58,5808,6215,-407
34263,21 13 12.9,-58 25 37,10035,9295,740
34272,21 13 50.7,-61 17 22,7657,8478,-821
11706,21 14 22.3,+15 14 39,4401,6184,-1761
34285,21 14 41.1,-31 34 55,9801,8955,846
310444,21 16 21.8,+01 05 05,9140,8728,412
34312,21 16 22.5,-38 58 50,8583,7424,1159
11712,21 16 27.6,-00 49 36,5488,5870,-382
11713,21 17 28.2,+15 33 57,4447,6003,-1580
34334,21 17 37.4,-46 43 28,10985,10829,156
34347,21 17 58.2,-22 50 04,7617,6622,995
34364,21 19 46.4,-22 11 40,7979,6681,1298
11723,21 20 17.3,-01 41 04,4574,6055,-1481
610044,21 20 23.3,-13 10 16,8703,10753,-2050
11724,21 20 38.3,+01 02 48,5878,4400,1237
11729,21 21 14.6,+25 01 43,4316,4998,-591
34381,21 21 25.2,-24 22 17,7353,6341,1012
34373,21 21 43.5,-65 56 01,5019,6423,-1381
34397,21 23 13.6,-45 46 19,2500,2608,-109
34414,21 24 35.1,-37 24 03,8929,10945,-2016
34419,21 25 03.0,-39 49 14,4852,6071,-1060
34431,21 25 44.2,-34 04 42,7304,9323,-2019
11740,21 26 14.3,+09 47 52,6099,5892,-182
34455,21 28 14.8,-65 44 08,5045,4773,269
34501,21 30 34.0,-33 38 59,7375,8133,-758
34512,21 31 20.6,-29 15 38,6956,8122,-1166
34522,21 32 04.0,-30 49 18,8607,7727,880
34505,21 32 51.5,-72 39 43,11155,10372,783
11765,21 33 33.2,+08 46 20,6349,6176,173
34549,21 34 07.7,-20 28 12,9408,11030,-1622
11768,21 34 34.2,+18 57 01,6277,8618,-2341
34574,21 35 34.5,-19 01 52,11217,11767,-550
34559,21 35 45.3,-63 54 17,3002,2772,316
310136,21 38 42.5,+29 50 14,4622,5443,-821
34611,21 39 10.6,-20 51 05,9729,13382,-3653
11785,21 39 26.6,+02 49 36,3728,4820,-1092
34636,21 40 29.0,-26 31 33,3118,3747,-629
34644,21 41 26.7,-39 45 54,4643,4638,-85
11790,21 41 29.9,+00 53 41,4206,4429,-223
34648,21 41 35.9,-26 35 30,8963,8110,853
34652,21 41 49.1,-35 11 41,4716,5781,-1065
34658,21 42 11.7,-34 09 40,5046,5371,-325
11792,21 42 12.7,+05 36 55,4471,4475,9
34673,21 43 20.4,-48 19 08,5366,5377,5
310160,21 43 37.5,+02 38 05,7550,7062,488
34695,21 44 31.0,-20 02 39,9917,6358,3559
34693,21 44 41.4,-39 11 04,5930,5407,523
34704,21 45 31.5,-29 04 26,5637,6868,-1231
310171,21 45 58.6,+07 52 22,3396,5085,-1689
310173,21 46 11.7,+09 33 48,8047,7641,406
310174,21 46 16.5,+09 41 08,8137,8551,-414
11809,21 46 37.7,+08 17 38,10543,11643,-1100
11810,21 46 59.4,+01 42 45,4377,5325,-948
34725,21 47 23.4,-38 42 46,4361,5346,-985
610113,21 47 41.3,-04 09 41,4757,4439,318
34751,21 49 20.8,-60 36 30,2892,3022,-105
34752,21 50 23.5,-73 59 52,7853,7712,141
310194,21 51 29.7,+22 50 40,5007,7031,-2024
310196,21 51 34.8,+22 39 06,11069,8653,2416
34805,21 52 11.6,-36 50 28,9508,7874,1634
11837,21 52 13.3,+36 05 54,5030,5775,-745
11838,21 52 35.8,+28 18 22,3151,3497,-346
610126,21 52 50.0,-10 30 34,5032,7187,-2093
34815,21 52 50.6,-45 09 21,8891,9236,-345
34816,21 53 16.3,-59 29 39,4330,4349,-19
34836,21 53 58.6,-29 17 24,6234,5886,348
310218,21 54 20.5,+15 02 38,8282,2977,5305
11845,21 54 27.9,+15 00 59,6890,6805,85
310219,21 55 04.5,+30 35 02,6703,6489,214
34849,21 55 38.5,-54 52 33,8194,10696,-2502
11849,21 55 40.3,+24 53 51,5507,5448,-94
310223,21 55 47.4,+14 43 51,11135,8936,2199
310227,21 56 15.0,+02 10 21,8103,6586,1517
11855,21 56 26.0,+30 47 15,5281,6728,-1465
34881,21 57 41.1,-40 25 04,9892,7427,2465
610499,21 58 05.8,-07 50 43,4944,4896,48
11867,21 58 53.8,-01 59 22,4513,4411,93
34912,21 59 13.4,-28 41 24,5805,5840,-35
610147,22 00 21.5,-13 08 49,5061,7018,-1957
11873,22 00 40.8,+19 40 03,7079,6935,144
11872,22 00 41.1,+17 44 16,803,1640,-864
34944,22 01 23.2,-33 54 43,7922,7304,618
34950,22 01 30.3,-22 04 13,4896,4945,-59
34954,22 01 37.9,-21 30 43,4846,4256,630
34977,22 02 21.5,-21 02 23,1482,1088,385
34975,22 02 24.7,-35 47 23,9153,7281,1872
11876,22 02 29.1,+02 49 00,3617,5676,-2059
34981,22 02 40.9,-33 48 16,4212,3963,146
11881,22 02 52.6,+17 54 09,3315,4952,-1637
34989,22 02 56.9,-22 28 20,1409,1625,-216
34992,22 03 08.1,-22 23 40,1440,1167,273
34993,22 03 13.1,-26 24 22,9383,9252,131
11893,22 04 06.8,+35 56 18,5252,9254,-3963
35017,22 04 43.0,-26 24 06,5261,5472,-211
35011,22 04 47.1,-64 02 42,2874,3724,-854
11896,22 04 47.2,+15 47 38,7308,8286,-978
35008,22 05 01.8,-69 58 36,8484,9918,-1434
35016,22 05 17.8,-60 40 36,4460,3700,760
620408,22 05 34.2,-05 40 04,17726,11359,6367
320025,22 06 23.9,+17 26 01,9936,10624,-688
320028,22 06 37.9,+17 27 38,10022,10227,-205
35031,22 06 51.8,-64 38 03,2826,2526,344
35054,22 07 26.9,-20 50 37,6869,6569,300
35065,22 08 13.6,-25 03 40,5149,6024,-875
35063,22 08 13.9,-32 27 41,4099,4066,33
35068,22 08 28.2,-34 06 23,4130,5310,-1180
35072,22 08 32.5,-20 26 10,4924,6356,-1432
620012,22 09 34.4,-06 06 51,4686,4463,223
35095,22 09 36.9,-27 14 50,6940,9567,-2627
620014,22 10 11.6,-16 39 47,1334,1677,-343
35101,22 10 12.3,-18 51 54,1430,2091,-661
35110,22 10 40.2,-27 53 48,8313,7946,367
11941,22 11 34.0,+29 51 34,6519,8407,-1888
11948,22 12 22.3,+14 01 27,7606,7633,-27
35114,22 12 24.4,-72 34 04,8142,9630,-1488
35133,22 12 29.9,-47 13 21,1412,1486,283
320082,22 12 45.1,+13 51 47,7695,8753,-1058
35137,22 13 07.0,-64 51 19,2848,2810,60
35160,22 13 10.3,-22 26 42,4945,5615,-641
320796,22 13 15.4,+13 58 00,7769,6170,1599
35161,22 13 23.4,-27 13 07,6814,7370,-556
35164,22 13 26.1,-22 05 49,4992,5970,-996
35165,22 13 30.6,-27 33 30,4976,5318,-347
11952,22 13 38.7,+14 13 08,7277,7943,-682
35178,22 14 08.5,-33 14 11,4028,5857,-1840
35171,22 14 15.6,-54 07 17,11114,13600,-2486
35190,22 14 38.4,-27 27 51,4870,525,4446
11964,22 15 29.0,+19 13 12,1071,2196,-1125
35217,22 15 48.2,-27 30 44,4859,5674,-703
35216,22 16 02.9,-47 39 44,2709,2681,-36
35223,22 16 04.6,-26 40 48,6733,6513,220
35222,22 16 06.1,-30 22 07,7387,6790,597
35221,22 16 09.0,-36 50 42,3163,3371,-208
35226,22 16 43.6,-47 07 06,2575,2840,-195
35251,22 17 56.9,-27 31 45,5094,5045,49
11982,22 18 52.9,-01 03 31,4455,4710,-255
35269,22 19 32.9,-37 31 00,4849,4707,27
35274,22 19 38.3,-25 19 56,4442,4034,391
11987,22 20 07.9,+09 01 03,8265,6343,1922
11994,22 20 53.1,+33 17 41,4553,4912,-52
35285,22 20 57.2,-46 01 52,703,723,-20
35308,22 22 02.7,-19 34 25,6982,6841,141
320755,22 22 11.2,+02 55 51,11429,10265,1164
320751,22 22 25.6,+02 44 03,9179,8193,986
12000,22 22 25.7,+02 51 36,9214,7502,1712
620041,22 22 36.4,-04 07 14,4552,5105,-560
35327,22 22 43.2,-27 21 19,7836,9223,-1387
35284,22 23 03.2,-79 59 43,2475,2667,-192
35330,22 23 29.1,-60 33 53,6735,7524,-789
12018,22 23 37.0,+30 51 24,6407,6201,206
35346,22 23 42.6,-26 36 47,6279,8111,-1832
12022,22 24 02.8,+33 26 11,6205,6098,34
12021,22 24 11.6,+06 00 14,4112,5005,-893
320193,22 24 23.2,+18 04 16,5773,5666,107
35376,22 25 34.0,-24 14 26,7276,7120,156
320213,22 26 19.6,+19 34 54,8491,9108,-617
12038,22 26 54.4,+19 32 53,8226,7474,752
320218,22 27 11.7,+31 30 22,6121,6576,-455
35403,22 27 12.6,-35 08 23,8760,8235,525
35410,22 28 02.6,-59 43 24,4699,3818,881
35385,22 28 11.8,-79 30 35,10328,9293,1035
12045,22 28 26.4,+17 08 50,2542,3244,-673
12050,22 29 03.2,+19 06 01,7720,6877,843
12054,22 29 32.4,+07 43 31,1705,2917,-1212
320785,22 30 30.8,+35 17 31,6039,7659,-1620
35452,22 30 34.2,-17 34 27,7009,4749,2260
35451,22 30 38.8,-26 55 53,3275,3730,-455
12059,22 30 44.2,+22 32 32,7202,7449,-247
620087,22 30 59.8,-14 00 13,4569,5135,-438
12063,22 31 10.8,+35 22 29,6374,6376,147
35462,22 31 13.7,-28 32 21,8129,6637,1492
620088,22 31 24.6,-19 01 34,7181,6626,555
12065,22 31 32.9,+30 57 20,3354,1682,1672
35471,22 31 44.9,-27 18 08,7998,8270,-272
12067,22 31 46.4,+20 36 14,6833,8599,-1766
620093,22 31 55.6,-17 08 43,5202,5285,-83
12068,22 32 07.2,+00 02 12,11338,11637,-299
320243,22 32 20.1,+23 51 52,11598,11610,-12
12073,22 32 33.4,+39 12 55,4360,4757,-246
12072,22 32 36.5,+23 55 53,7106,10756,-3650
35491,22 33 15.7,-27 14 48,3238,4194,-956
320569,22 34 02.6,+01 54 59,17725,16329,1396
320572,22 34 30.4,+01 33 39,17923,12126,5797
35519,22 34 32.1,-22 41 34,5275,5705,-430
320573,22 34 32.3,+01 24 57,17453,14114,3339
12083,22 34 34.8,+05 49 01,7913,10164,-2251
320574,22 34 36.7,+01 55 38,20630,20942,-312
320575,22 34 43.6,+01 21 33,17415,20337,-2922
12093,22 34 49.4,+18 38 18,7970,8444,-474
320576,22 35 10.1,+01 20 46,17892,14443,3449
320578,22 35 10.6,+00 50 47,17422,16527,895
35528,22 35 29.0,-35 07 20,8323,6999,1324
320579,22 35 33.9,+01 51 35,16412,12343,4069
35525,22 35 40.1,-61 32 51,11878,9950,1928
320581,22 35 41.8,+01 39 34,16565,18973,-2408
35535,22 35 45.9,-26 02 59,1118,1403,-285
320583,22 36 06.8,+01 33 33,15665,14112,1553
12103,22 36 28.0,+21 37 16,6795,6405,390
35543,22 36 36.7,-26 15 37,7670,7902,-232
320522,22 36 48.6,+18 51 22,8067,9033,-966
320591,22 36 49.8,+01 38 53,10937,9142,1795
12113,22 37 04.1,+34 24 58,491,1079,-591
12118,22 37 29.3,+10 31 53,2460,2854,-394
12119,22 37 31.1,+18 47 34,5167,5512,-307
12122,22 37 47.0,+23 47 11,989,1956,-991
12123,22 37 53.1,+25 11 28,3735,3704,31
12141,22 38 15.4,+80 40 36,1987,3248,-1261
35563,22 38 41.5,-25 50 58,3087,3553,-466
12135,22 38 47.7,+72 32 48,3922,3670,252
35572,22 39 06.1,-19 39 21,8609,10142,-1533
620266,22 39 12.5,-02 26 19,15329,9888,5441
35578,22 39 26.4,-20 22 15,8619,7286,1333
12133,22 39 32.1,+08 36 46,7058,8311,-1083
620160,22 39 36.0,-04 09 31,7086,5896,1190
12134,22 39 37.5,+11 46 11,6982,7086,-104
320540,22 39 37.6,+33 34 46,6242,5568,674
12136,22 39 56.1,+11 01 39,1874,2695,-821
620162,22 40 15.4,-02 25 26,2607,2225,382
12143,22 40 25.5,+31 50 28,7515,6453,1062
12144,22 40 33.7,+33 27 58,5827,2968,3284
12142,22 40 36.3,+11 54 22,7137,6388,749
320308,22 41 09.0,+13 20 21,4831,5097,-266
35598,22 41 14.7,-21 47 47,4162,3733,429
12159,22 42 02.4,+30 42 30,6951,9839,-2880
35608,22 42 17.8,-30 03 31,952,1422,-470
12162,22 42 24.0,+30 10 17,6965,6330,629
12165,22 42 50.1,+32 59 36,6201,5904,348
320541,22 43 14.3,+08 26 04,9443,7299,2144
35626,22 43 34.1,-48 38 45,5193,5106,87
12169,22 43 39.2,+23 56 59,12470,10843,1627
12168,22 43 40.1,+06 07 17,6969,9952,-2983
320542,22 43 51.5,+08 25 59,7601,7666,-65
12173,22 43 52.0,+38 22 36,4463,4460,-33
12172,22 43 57.0,+07 23 25,7204,6855,349
35638,22 44 01.1,-27 14 14,8046,7484,562
12174,22 44 24.3,-00 09 44,4488,4170,318
35646,22 44 44.3,-49 16 43,6804,6294,510
35650,22 45 01.9,-48 53 19,9731,8633,1098
35657,22 45 14.9,-22 43 47,2742,3404,-375
12180,22 45 29.1,+21 48 27,6733,5720,1013
35668,22 46 05.6,-19 24 55,2693,3317,-595
35676,22 47 02.0,-48 35 10,5272,3809,1463
12183,22 47 04.3,-00 04 27,4301,3841,619
320367,22 47 06.2,+31 32 21,6115,4708,1407
35690,22 47 42.3,-17 20 51,8282,8220,62
620180,22 47 47.5,-11 48 59,2231,2072,200
12191,22 48 40.9,+27 36 38,9252,7736,1791
35704,22 48 49.1,-27 36 31,3646,5372,-1726
12194,22 48 50.8,+27 57 45,9675,8602,925
12197,22 48 52.1,+24 50 15,7116,8268,-1152
35700,22 48 57.0,-57 53 37,10486,11390,-904
12201,22 49 09.6,+34 59 29,4729,5178,-449
12198,22 49 10.8,+27 51 54,9654,10655,-1128
12204,22 49 23.3,+40 13 57,6420,9210,-2789
320786,22 49 47.1,+34 56 57,6811,8870,-2059
35705,22 49 53.8,-73 01 29,9096,9419,-323
12221,22 50 26.7,+82 52 37,1966,2166,-200
320543,22 50 35.9,+12 14 15,10932,13007,-2075
320400,22 50 59.1,+12 03 22,11373,8576,2797
35727,22 51 02.0,-20 16 02,2880,3373,-510
620189,22 51 38.1,-05 33 26,3396,2851,545
35733,22 51 48.4,-20 36 20,2852,3587,-724
35715,22 51 59.7,-80 50 09,7988,8564,-576
12220,22 52 22.5,+01 05 31,4545,6225,-1765
12222,22 52 32.7,+11 39 42,8267,8303,-36
12225,22 52 49.1,+01 12 03,4366,4736,-276
12230,22 53 21.2,+32 07 44,6092,7581,-1345
35751,22 53 40.8,-17 28 43,8696,9959,-1263
35750,22 53 41.9,-34 08 48,8186,8491,-305
35757,22 54 10.8,-25 15 06,7610,7455,155
12237,22 54 19.6,+11 46 55,8156,8420,-318
35754,22 54 20.3,-45 20 47,2777,3042,-265
320443,22 55 14.6,+36 40 07,5337,9695,-4358
12249,22 55 20.2,+28 20 46,7208,8171,-963
12250,22 55 35.9,+12 47 24,6870,5890,980
620200,22 55 41.7,-05 29 43,2501,2371,130
12252,22 55 43.3,+31 46 16,6777,7184,-407
320453,22 55 55.3,+31 40 17,6844,5821,1023
12253,22 56 01.8,+12 45 58,7405,5989,1416
35775,22 56 05.4,-58 23 45,4352,5483,-1131
12259,22 56 26.9,+18 42 16,4940,4723,217
12260,22 56 31.9,+37 44 19,5225,4813,412
35787,22 56 36.6,-36 14 59,1419,1656,-184
35791,22 56 44.4,-24 57 15,8830,8028,802
620203,22 56 50.7,-08 58 03,4687,11610,-6923
12264,22 57 39.1,+12 54 56,7608,8872,-1264
35810,22 57 52.0,-35 51 26,1647,1684,-212
35814,22 58 16.4,-38 56 48,8297,8501,-204
35816,22 58 27.2,-32 14 25,9285,8652,633
12278,22 58 49.9,+20 17 53,5414,7245,-1831
35819,22 58 58.3,-30 29 35,8386,7015,1371
320546,22 59 14.3,+26 23 19,7289,9280,-1991
35825,22 59 18.2,-32 35 59,8018,11291,-3273
12290,22 59 37.4,+24 50 50,6934,7512,-578
12288,22 59 39.5,+20 08 38,6717,5139,1578
12291,22 59 48.3,+26 18 07,7414,8582,-1168
35828,22 59 49.7,-61 33 54,8209,7626,583
12294,23 00 03.7,+15 58 48,1829,1734,38
12295,23 00 23.6,+01 37 33,4460,4064,396
12299,23 00 40.8,+08 28 03,6313,6321,-8
12308,23 01 18.6,+14 20 22,1855,2778,-1006
35841,23 01 31.1,-46 38 45,5660,5636,24
12319,23 02 03.4,+27 03 08,7163,6458,659
12320,23 02 04.0,+30 45 50,6286,7651,-1082
12318,23 02 07.9,+25 40 12,9413,9267,146
35848,23 02 09.9,-39 34 09,956,1490,-735
12321,23 02 19.0,+16 01 38,1796,4447,-2675
35854,23 02 48.3,-40 49 50,819,799,-44
12325,23 02 48.3,+21 52 25,5569,5492,249
35853,23 02 50.9,-48 33 25,8550,10593,-2043
12331,23 02 59.1,+34 43 36,5466,6177,-749
35863,23 03 22.6,-19 30 13,2979,3873,-894
35862,23 03 46.3,-62 31 19,3218,3316,-98
12343,23 04 56.6,+12 19 22,2014,2527,-523
330039,23 05 19.4,+14 10 13,6917,6308,609
12350,23 05 19.8,+16 51 58,1772,1714,58
331801,23 05 24.5,+31 48 36,6407,7385,-978
12358,23 05 47.6,+34 09 20,4991,6655,-1664
12353,23 05 48.3,+03 32 41,4573,2345,2228
12355,23 05 59.7,+24 33 53,7368,6396,972
35892,23 06 08.2,-19 35 14,3784,4077,-293
12362,23 06 15.4,+31 53 03,6135,5596,539
12363,23 06 31.5,+00 10 18,7079,3676,3403
331157,23 06 36.6,+06 06 48,5559,6255,-696
12367,23 07 01.3,+17 08 42,7416,7158,258
12370,23 07 06.3,+09 57 38,4527,4553,-26
330060,23 07 25.3,+22 48 34,5708,4367,1374
12378,23 07 32.7,+22 59 51,5886,5224,517
12383,23 07 49.0,+22 42 36,10058,8156,1902
630028,23 08 05.9,-05 57 56,5863,6844,-981
630027,23 08 06.8,-10 32 32,8498,7161,1337
12392,23 09 03.5,+18 10 36,1345,1220,74
330078,23 09 29.9,+29 28 59,3370,5065,-1695
12395,23 09 34.4,+15 39 17,7213,6647,566
35915,23 09 39.4,-72 01 30,8847,7334,1513
12398,23 10 21.5,+02 37 15,9398,9827,-429
12410,23 11 50.2,+31 01 15,6748,10464,-3782
12407,23 11 51.4,+09 30 23,6081,7584,-1503
35947,23 12 44.4,-37 12 27,1307,2069,-732
35950,23 12 52.8,-23 28 15,5894,7198,-1304
12423,23 13 13.1,+06 25 49,4492,5478,-986
35952,23 13 13.8,-28 21 30,1273,1327,-58
12427,23 13 23.9,+28 57 20,3352,3913,-359
12426,23 13 32.6,+06 34 05,4351,4915,-564
35943,23 13 32.7,-81 37 34,4079,5029,-950
12430,23 13 43.3,+29 00 32,3340,2585,969
332083,23 13 48.8,+13 37 16,11326,10184,1142
12429,23 13 49.2,+22 41 45,3925,3942,-17
12432,23 13 58.0,+24 53 42,8031,6764,1267
330128,23 14 04.6,+09 56 15,4037,5443,-1406
12438,23 14 12.6,+13 34 54,4272,3405,821
12437,23 14 13.2,+13 25 33,4336,4023,203
12441,23 14 18.7,+31 07 22,6630,7457,-775
330137,23 14 34.2,+06 33 20,5993,7553,-1560
12442,23 14 34.6,+04 29 54,2310,2920,-480
330145,23 14 42.1,+31 19 03,6677,6563,114
12447,23 14 43.8,+04 32 02,2323,2543,-103
330144,23 14 47.9,+07 43 07,4345,5085,-740
35964,23 14 48.6,-43 35 56,1357,2202,-848
12452,23 15 02.7,+01 26 07,4594,5061,-467
12458,23 15 08.9,+30 56 46,6518,11322,-4640
330154,23 15 21.0,+16 02 33,11646,7555,4091
12459,23 15 39.3,+24 53 54,7650,5674,2007
12460,23 15 43.8,+25 05 39,7741,5998,1683
330165,23 15 48.5,+15 53 12,11824,11634,190
12469,23 16 25.0,+24 29 48,8055,7936,119
331598,23 16 25.3,+18 28 14,11067,9365,1702
12471,23 16 28.2,+18 33 44,1698,2291,-593
330174,23 16 38.4,+15 53 51,7239,7824,-585
12473,23 16 44.7,+13 28 58,4332,1256,2970
330180,23 17 14.3,+18 43 38,11724,6115,5609
330187,23 17 21.4,+18 25 24,12875,8079,4796
12479,23 17 25.7,-01 35 10,3837,4977,-828
35993,23 17 35.5,-34 47 30,2470,2961,-491
12484,23 17 59.2,+09 40 48,8392,8143,249
330207,23 18 10.1,+10 15 03,11832,14058,-2226
12485,23 18 13.9,+10 17 53,10477,9023,1454
12486,23 18 16.4,+06 35 08,4589,4256,333
36000,23 18 18.5,-21 10 28,8735,11247,-2512
35998,23 18 21.1,-42 22 10,1367,1542,-188
330212,23 18 25.4,+20 09 49,7184,10233,-3049
332087,23 18 26.0,+06 57 52,11943,10789,1154
35997,23 18 30.5,-68 29 35,8516,8702,-186
12487,23 18 47.1,+09 13 00,7662,8160,-498
331602,23 18 47.9,+18 52 30,10987,10089,898
