6dFGS,RAJ2000,DEJ2000,czgal,czgr,log(Dz/DH),e_log(Dz/DH)
g2035027-714036,308.76105,-71.6765,14673,,-0.0901,0.1675
g2035076-531828,308.78174,-53.3078,12907,,0.136,0.1452
g2035130-575905,308.80394,-57.9848,11099,,-0.044,0.1256
g2035250-434617,308.85421,-43.7713,8639,8258,-0.1675,0.1645
g2035271-750737,308.86305,-75.1269,12142,,-0.0128,0.1095
g2035317-432618,308.88179,-43.4384,8248,8258,-0.0112,0.0987
g2035394-554224,308.91435,-55.7067,10579,,-0.0543,0.1374
g2035538-650336,308.97391,-65.0601,13831,,-0.0848,0.1416
g2035545-522545,308.97689,-52.4292,13112,,0.1924,0.1128
g2035556-483638,308.9817,-48.6105,12556,,-0.0088,0.1079
g2035573-541758,308.98859,-54.2995,3287,,0.0775,0.1001
g2035575-443615,308.98936,-44.6041,15477,,0.0757,0.1578
g2035579-493615,308.99114,-49.6042,4796,,-0.1414,0.1002
g2036025-420509,309.01051,-42.0859,15167,,-0.0383,0.1321
g2036081-525529,309.03374,-52.9248,14313,13823,0.0601,0.1028
g2036250-491533,309.1044,-49.2591,6083,6091,0.2137,0.0935
g2036272-521704,309.11339,-52.2845,13201,,0.1727,0.0953
g2036345-573723,309.14386,-57.6231,10647,,0.0467,0.1064
g2036447-543737,309.186,-54.6269,14740,,-0.0174,0.116
g2036575-514709,309.23939,-51.7859,15927,,0.0412,0.1739
g2037123-543906,309.30104,-54.6518,14410,,-0.005,0.0998
g2037222-740838,309.34244,-74.144,15824,,0.1945,0.1221
g2037275-443835,309.36464,-44.6431,15386,,-0.0754,0.1045
g2037391-030333,309.41294,-3.0591,5861,,-0.2194,0.1467
g2037421-014420,309.42541,-1.7389,15962,,-0.1216,0.1216
g2037435-781220,309.4311,-78.2056,12577,,-0.2027,0.1497
g2037447-155231,309.43634,-15.8752,15924,,0.0712,0.1086
g2037521-015629,309.46695,-1.9415,11046,,0.06,0.1311
g2038077-513420,309.53204,-51.5723,14546,,0.1313,0.1127
g2038081-551037,309.5337,-55.1768,14892,,-0.0945,0.1247
g2038141-155616,309.55891,-15.9379,15894,,0.0907,0.1647
g2038202-520638,309.58426,-52.1105,4445,,0.2074,0.102
g2038279-440305,309.61636,-44.0515,14993,,0.1461,0.1009
g2038359-152754,309.64949,-15.465,8218,,0.0493,0.1272
g2038392-202903,309.66316,-20.4841,8050,8092,-0.1104,0.1029
g2038534-434017,309.72241,-43.6713,15201,,0.066,0.1619
g2038552-571306,309.7302,-57.2184,10524,,0.0443,0.1259
g2038571-224412,309.73801,-22.7366,7306,,-0.0904,0.1124
g2039091-211908,309.78796,-21.3189,8021,,-0.2091,0.1555
g2039142-434217,309.8091,-43.7047,15291,,-0.0917,0.1036
g2039329-530604,309.88695,-53.1011,14402,13823,0.087,0.0992
g2039353-510256,309.89699,-51.0489,14603,,0.1408,0.1646
g2039361-530101,309.90031,-53.0168,12843,13823,-0.0783,0.142
g2039541-213614,309.97559,-21.6038,10899,,0.1005,0.1087
g2040067-425534,310.0278,-42.9262,15168,,0.1272,0.114
g2040093-204805,310.0389,-20.8015,10627,10902,-0.1999,0.1264
g2040172-224654,310.07146,-22.7817,9643,,-0.0069,0.1029
g2040185-533157,310.07701,-53.5324,12785,13823,0.1384,0.1393
g2040195-223403,310.08104,-22.5676,12610,,0.031,0.1208
g2040197-530031,310.0821,-53.0085,13052,13823,-0.1249,0.1213
g2040284-531726,310.11824,-53.2907,13233,13823,0.0929,0.1071
g2040312-463438,310.13011,-46.5773,12754,,0.0384,0.152
g2040379-541811,310.15769,-54.3031,3135,,0.0359,0.099
g2040408-203945,310.16999,-20.6626,10956,10902,-0.1713,0.1337
g2040598-473600,310.24921,-47.6,14827,,0.0443,0.1044
g2041049-221211,310.2705,-22.2029,12639,,0.0657,0.1088
g2041101-255939,310.2921,-25.9941,12109,,0.0439,0.147
g2041120-525738,310.30005,-52.9605,14341,13823,0.0854,0.1149
g2041196-490940,310.33141,-49.1612,12795,13112,-0.0198,0.103
g2041202-511016,310.33396,-51.1712,13283,,0.0752,0.1395
g2041226-510249,310.34429,-51.0468,14752,,-0.1634,0.1057
g2041292-621303,310.37161,-62.2174,15583,,-0.0319,0.1379
g2041317-202627,310.38211,-20.4407,9636,,0.0874,0.1241
g2041331-205529,310.38795,-20.9246,10806,10902,0.2101,0.1137
g2041376-473015,310.40654,-47.5041,14856,,0.0092,0.1183
g2041402-425542,310.41764,-42.9283,10819,,0.0179,0.0947
g2041517-203209,310.46534,-20.5358,8017,8141,0.049,0.0997
g2041528-502600,310.47014,-50.4334,13220,,0.0281,0.1
g2042033-030744,310.5138,-3.1288,16049,,-0.3487,0.1378
g2042040-491506,310.51666,-49.2516,12795,13112,-0.1309,0.1157
g2042056-525445,310.52339,-52.9125,13890,13823,0.0451,0.1043
g2042086-733710,310.53569,-73.6194,3738,,0.0614,0.0959
g2042154-513751,310.56404,-51.6308,12475,,-0.297,0.1732
g2042217-475628,310.59031,-47.9411,14947,,0.1597,0.1084
g2042268-201052,310.61176,-20.1812,7715,8141,-0.1338,0.1346
g2042313-780946,310.6305,-78.1627,10327,,0.1898,0.1037
g2042355-434523,310.64804,-43.7564,8154,,0.0451,0.111
g2042512-525352,310.7133,-52.8977,14099,13823,0.2522,0.1086
g2043008-481859,310.75321,-48.3165,13659,,0.0141,0.101
g2043070-560853,310.7793,-56.1481,15343,,0.1029,0.1279
g2043174-533015,310.82251,-53.5041,12753,13823,0.1505,0.1261
g2043405-511335,310.91864,-51.2263,14511,,0.0085,0.1009
g2043417-525946,310.92376,-52.9961,14069,13823,0.1402,0.1073
g2043417-570149,310.92359,-57.0303,10730,,0.0078,0.105
g2043435-262509,310.9314,-26.4191,12858,,0.0412,0.1196
g2043451-481341,310.93801,-48.228,13329,,0.0891,0.108
g2043497-263532,310.95706,-26.5923,11899,,-0.0387,0.1053
g2043521-733512,310.9671,-73.5866,15669,15627,-0.0143,0.1102
g2043528-015238,310.96979,-1.8773,6243,,0.0039,0.111
g2044154-474328,311.06429,-47.7244,13026,,0.0838,0.1024
g2044273-304336,311.11364,-30.7268,7295,,0.1162,0.1259
g2044291-533333,311.12131,-53.5592,14341,13823,-0.1166,0.135
g2044344-574236,311.14351,-57.71,7436,,0.0663,0.1028
g2044395-203206,311.16434,-20.5349,10802,,0.1509,0.1205
g2044446-441216,311.1858,-44.2043,10942,,-0.0872,0.1415
g2044514-541434,311.21415,-54.2427,11946,,0.127,0.1474
g2044586-435814,311.24431,-43.9706,14719,,0.0172,0.1135
g2045017-512451,311.2569,-51.4141,14631,,-0.0558,0.1591
g2045030-110615,311.26245,-11.1041,5385,,0.0924,0.1087
g2045131-533037,311.30445,-53.5102,14341,13823,-0.0431,0.1354
g2045182-712350,311.32576,-71.3972,4176,,-0.0628,0.1069
g2045204-453656,311.33474,-45.6157,6451,,-0.089,0.0933
g2045266-531830,311.36069,-53.3082,14220,13823,0.1839,0.1025
g2045523-510627,311.46764,-51.1075,14389,,0.0533,0.1032
g2046037-513658,311.51519,-51.6161,4348,,-0.0067,0.0961
g2046166-520951,311.56889,-52.1641,13375,,-0.1389,0.1511
g2046218-523723,311.59095,-52.623,14336,13823,0.0345,0.0995
g2046358-500711,311.64914,-50.1198,14834,,-0.0102,0.0976
g2046365-731750,311.652,-73.2973,15757,15627,-0.0807,0.1544
g2046372-233750,311.65515,-23.6305,5742,,0.0456,0.0953
g2046396-584111,311.66505,-58.6864,10677,,0.0942,0.0983
g2046436-441658,311.68156,-44.2828,9952,,0.0269,0.1052
g2046464-443804,311.69354,-44.6344,7855,,0.1587,0.112
g2046470-531101,311.69566,-53.1836,14368,13823,-0.0481,0.109
g2046471-775907,311.69609,-77.9852,12004,,0.0204,0.1436
g2047025-350343,311.76029,-35.0619,14862,,0.0071,0.1768
g2047027-135800,311.76135,-13.9668,8297,8237,-0.2211,0.1375
g2047077-721429,311.78204,-72.2413,13473,,-0.0413,0.1438
g2047151-533122,311.81279,-53.5229,12601,13823,-0.093,0.1156
g2047156-762637,311.81505,-76.4437,6480,,0.1622,0.0944
g2047168-670300,311.82,-67.0501,13027,,-0.0836,0.1149
g2047175-512157,311.82286,-51.3659,14689,,-0.1187,0.1003
g2047242-424649,311.8509,-42.7802,15252,,-0.0801,0.1135
g2047397-445031,311.91525,-44.8419,14930,,-0.0025,0.1437
g2047486-521243,311.95261,-52.212,13674,13823,0.1332,0.1261
g2048078-571315,312.03226,-57.2209,15526,,-0.014,0.114
g2048082-451435,312.03389,-45.2431,12773,,0.0889,0.1123
g2048095-231460,312.03961,-23.2499,12365,,-0.0154,0.1334
g2048121-534646,312.0504,-53.7794,12691,13823,-0.0556,0.1784
g2048121-685822,312.0504,-68.9727,12107,,0.2383,0.112
g2048147-531550,312.06136,-53.2639,14068,13823,0.0946,0.1072
g2048197-354037,312.08219,-35.6769,8118,,0.1048,0.1016
g2048239-531905,312.09944,-53.318,12629,13823,0.1387,0.1136
g2048241-442930,312.1005,-44.4917,14988,,-0.1884,0.1318
g2048345-472925,312.14355,-47.4901,14641,,0.1368,0.0952
g2048398-494748,312.1659,-49.7968,14472,,0.0794,0.1085
g2048546-004917,312.22755,-0.8214,16009,,-0.0511,0.1148
g2049015-385817,312.25634,-38.9713,12507,12113,-0.1476,0.1602
g2049158-534517,312.31605,-53.7546,9723,,-0.1442,0.1373
g2049201-473643,312.3339,-47.6118,14551,,-0.0634,0.1063
g2049217-512643,312.34051,-51.4451,14089,,0.1818,0.1229
g2049226-520005,312.34411,-52.0015,14331,13823,-0.1397,0.1155
g2049260-194730,312.35819,-19.7917,7648,8171,-0.3907,0.2034
g2049291-551217,312.37141,-55.2048,14826,,-0.0615,0.1701
g2049503-432435,312.45961,-43.4096,14803,,-0.0573,0.11
g2050033-524742,312.51374,-52.7951,12656,13823,0.1072,0.1242
g2050079-113025,312.53294,-11.5068,10718,,-0.1737,0.1307
g2050135-682822,312.55634,-68.4726,13333,,-0.115,0.1857
g2050140-184709,312.55815,-18.7857,12442,,0.0918,0.103
g2050150-192533,312.56235,-19.4259,7826,8171,-0.0364,0.1157
g2050302-525402,312.62564,-52.9005,12716,13823,-0.0079,0.105
g2050313-533455,312.63059,-53.5821,12329,13823,0.2047,0.1314
g2050430-802849,312.6792,-80.4802,10787,,-0.0732,0.1103
g2050440-591915,312.68309,-59.3209,13106,,-0.1159,0.1787
g2051017-623805,312.75704,-62.6348,15371,,0.233,0.1144
g2051181-525525,312.82514,-52.9236,11846,13823,-0.2105,0.188
g2051199-523810,312.83309,-52.6362,12864,13823,0.0165,0.0983
g2051352-525143,312.89669,-52.862,12236,13823,0.0163,0.1387
g2051406-714803,312.91935,-71.8008,13439,,-0.0692,0.1574
g2051410-732511,312.92084,-73.4197,15427,,-0.0005,0.1485
g2051419-121223,312.92461,-12.2064,9578,,-0.0134,0.1018
g2051458-295050,312.94081,-29.8473,9564,,0.2572,0.0992
g2051514-532429,312.96404,-53.4081,12748,13823,0.1153,0.1158
g2051577-542913,312.9903,-54.4868,14581,,-0.0214,0.155
g2052003-540836,313.0014,-54.1433,14400,,0.0571,0.143
g2052016-132857,313.00681,-13.4825,7782,,0.0858,0.1117
g2052022-380560,313.00919,-38.0999,13281,,0.0644,0.1117
g2052096-524746,313.03994,-52.796,13734,13823,0.0899,0.0927
g2052136-531811,313.05674,-53.303,12657,13823,-0.0659,0.138
g2052149-430516,313.062,-43.0877,14530,14532,0.0575,0.1031
g2052222-493149,313.09261,-49.5302,16057,,-0.1196,0.1245
g2052266-520042,313.11061,-52.0116,15469,13823,0.0186,0.1481
g2052273-424255,313.1139,-42.7152,12370,,-0.0358,0.1388
g2052295-555528,313.12291,-55.9244,14228,,0.0319,0.1357
g2052366-431048,313.15261,-43.18,14231,14532,-0.1091,0.1149
g2052444-685155,313.18485,-68.8654,10666,,0.1031,0.1153
g2053041-523515,313.26705,-52.5874,14752,13823,0.1492,0.1408
g2053173-160850,313.32195,-16.1472,12703,12694,0.0249,0.1463
g2053266-161541,313.36066,-16.2613,12703,12694,-0.1672,0.1342
g2053338-524354,313.39079,-52.7316,12474,13823,0.0742,0.1304
g2053353-143034,313.39694,-14.5095,7273,,-0.088,0.1025
g2053398-003748,313.41571,-0.63,15975,,-0.1466,0.1377
g2053456-521417,313.44,-52.2379,14180,13823,-0.2533,0.1085
g2054018-424240,313.50749,-42.711,12669,,0.0006,0.104
g2054094-531332,313.53899,-53.2255,12805,13823,0.1429,0.1344
g2054116-732447,313.54846,-73.4131,15276,,0.0031,0.119
g2054144-464636,313.55999,-46.7766,14695,,-0.1885,0.1286
g2054169-524958,313.5702,-52.8329,13013,13823,-0.0778,0.1398
g2054205-430359,313.5852,-43.0664,14918,14532,0.0471,0.1041
g2054205-514953,313.5852,-51.8314,14148,13823,-0.1999,0.1115
g2054211-440346,313.58791,-44.0627,5089,,0.0751,0.1018
g2054215-425623,313.5894,-42.9398,15577,14532,-0.0385,0.1263
g2054320-552103,313.63349,-55.3507,14764,,0.1472,0.1241
g2054379-725060,313.65781,-72.8499,12485,,0.1937,0.1131
g2054397-433043,313.66545,-43.5119,14680,14951,0.0912,0.1037
g2054400-430435,313.66665,-43.0764,14469,14532,0.0134,0.124
g2054455-121546,313.68945,-12.2628,14852,,0.1324,0.1087
g2055032-425833,313.76324,-42.9758,14828,,0.2016,0.1154
g2055089-433332,313.78724,-43.5589,15669,14951,-0.1965,0.1157
g2055124-543125,313.80149,-54.5236,12841,,0.1337,0.1099
g2055211-544528,313.83765,-54.7578,13052,,-0.1242,0.1208
g2055306-432745,313.87756,-43.4625,9403,9335,0.1062,0.1185
g2055394-573129,313.91401,-57.5248,15164,,-0.1545,0.1588
g2055497-540810,313.95704,-54.1361,9061,,-0.0769,0.1244
g2055534-434848,313.97249,-43.8134,15190,14951,0.1548,0.1256
g2055549-515436,313.97879,-51.9099,14267,13823,-0.2985,0.1267
g2055595-431954,313.99801,-43.3316,14469,14951,0.0369,0.0997
g2056044-460504,314.01841,-46.0843,14630,,-0.0241,0.1063
g2056073-081349,314.0304,-8.2302,10737,,-0.0696,0.1201
g2056114-170233,314.04734,-17.0426,8445,8317,-0.0498,0.1039
g2056230-141816,314.09595,-14.3043,7420,,0.1283,0.1064
g2056316-520832,314.13179,-52.1421,14148,13823,-0.0159,0.0991
g2056363-032053,314.15116,-3.3479,5663,5507,-0.0693,0.0989
g2056366-513341,314.15234,-51.5612,14415,,0.0866,0.0991
g2056552-420633,314.23004,-42.109,15302,,-0.0049,0.105
g2057001-492458,314.25044,-49.4162,15934,,0.0418,0.1046
g2057038-520623,314.26575,-52.1063,14867,13823,-0.0032,0.1368
g2057081-615253,314.2836,-61.8814,11647,,0.1242,0.1059
g2057103-075425,314.2929,-7.907,8067,,-0.0526,0.1127
g2057289-525836,314.3706,-52.9767,6956,,-0.0598,0.1262
g2057401-511146,314.4171,-51.1962,13304,,-0.0815,0.101
g2057419-333154,314.42445,-33.5316,13140,12971,0.0312,0.1489
g2057424-612619,314.42654,-61.4386,4150,,0.0589,0.1006
g2057494-161129,314.4558,-16.1915,12489,,-0.1189,0.1213
g2057539-544833,314.4744,-54.8091,7235,,-0.1196,0.1094
g2057555-175634,314.4813,-17.9428,8086,8285,0.1278,0.0939
g2057576-725701,314.48985,-72.9503,15153,,0.1591,0.1143
g2058006-532847,314.50244,-53.4798,11785,12760,-0.1419,0.1223
g2058062-274806,314.52599,-27.8017,8443,,-0.0076,0.1222
g2058096-434950,314.5398,-43.8305,12581,,0.054,0.1238
g2058104-483749,314.54324,-48.6303,5047,5001,-0.0364,0.0924
g2058117-144627,314.5485,-14.7741,12665,,-0.1285,0.1653
g2058181-490045,314.57551,-49.0125,5349,5001,0.0372,0.0983
g2058218-792260,314.59096,-79.3832,14318,,0.1374,0.1251
g2058250-312818,314.60415,-31.4717,9535,,0.2059,0.1013
g2058253-152743,314.60535,-15.4621,8710,,0.1672,0.0973
g2058298-584254,314.62395,-58.7149,14149,,0.1062,0.1128
g2058350-604704,314.64586,-60.7844,10472,,-0.0415,0.1077
g2058376-575636,314.65665,-57.9433,15584,,0.1188,0.1008
g2058381-431637,314.65874,-43.277,14917,,-0.0069,0.1251
g2058486-452006,314.70254,-45.3349,14685,,-0.0903,0.1088
g2058499-140222,314.7078,-14.0396,7447,,0.0794,0.1082
g2058517-530118,314.7153,-53.0216,11423,,-0.1747,0.1217
g2058591-182027,314.74606,-18.3407,8296,8285,0.0112,0.1192
g2059057-542830,314.77364,-54.4751,12659,12760,0.0457,0.1038
g2059093-542857,314.78851,-54.4826,12749,12760,-0.0758,0.1552
g2059151-520711,314.81266,-52.1198,13097,,0.0068,0.1038
g2059152-510135,314.81326,-51.0263,13512,,0.0334,0.1017
g2059175-164232,314.82285,-16.7088,8262,8317,-0.2322,0.1485
g2059220-562110,314.84144,-56.3526,15366,,0.0994,0.144
g2059228-211850,314.84476,-21.3139,12350,,0.0634,0.1245
g2059245-542257,314.85211,-54.3824,14697,,-0.1237,0.1201
g2059276-571715,314.86499,-57.2876,15640,,-0.1449,0.1613
g2059359-515918,314.89935,-51.9882,14475,,0.0832,0.1013
g2059434-693846,314.93099,-69.6461,11897,,0.033,0.1103
g2059461-535222,314.94209,-53.8727,12746,12760,-0.062,0.1254
g2059542-804608,314.97554,-80.7688,12257,,0.0229,0.1314
g2059584-490213,314.99339,-49.037,7177,7230,0.0302,0.0927
g2100076-694223,315.03164,-69.7064,12856,,0.0099,0.1894
g2100107-591101,315.04469,-59.1837,14271,,0.2485,0.1406
g2100167-135835,315.06961,-13.9764,8795,8368,0.0323,0.1068
g2100184-461545,315.0765,-46.2624,12830,,-0.2012,0.1445
g2100191-331546,315.07965,-33.263,11788,,-0.1633,0.1077
g2100232-590343,315.09676,-59.062,14420,,0.0757,0.1284
g2100262-032208,315.10906,-3.369,14504,,0.0054,0.1132
g2100287-422524,315.11956,-42.4232,9096,,-0.1298,0.0976
g2100302-542750,315.126,-54.4639,12748,,-0.081,0.195
g2100360-380907,315.15,-38.1518,13665,,-0.051,0.1213
g2100494-324344,315.20579,-32.7288,9657,,-0.0073,0.104
g2100532-481423,315.22184,-48.2397,4654,5001,-0.0981,0.1022
g2100548-521327,315.22831,-52.2241,14686,,0.0744,0.1046
g2101007-152413,315.25274,-15.4036,8258,,0.1088,0.0957
g2101054-410812,315.27225,-41.1366,14696,,0.1229,0.1309
g2101078-001143,315.2823,-0.1952,6765,,0.1206,0.1001
g2101102-281329,315.29251,-28.2246,11590,11519,0.008,0.1417
g2101124-180132,315.30164,-18.0257,8353,8285,-0.1804,0.1153
g2101186-523857,315.3273,-52.6491,11060,11058,0.028,0.1273
g2101224-543045,315.34321,-54.5125,13108,12785,-0.0405,0.1082
g2101317-460215,315.3822,-46.0375,8331,,0.1901,0.1009
g2101370-135739,315.40426,-13.9607,8254,8368,-0.1276,0.1105
g2101377-280154,315.40709,-28.0317,11559,11519,-0.0877,0.102
g2101381-425259,315.4089,-42.883,4960,,-0.0357,0.0989
g2101420-382952,315.4248,-38.4978,13666,13634,0.0321,0.0959
g2101440-132127,315.43336,-13.3574,8492,8368,0.0604,0.1032
g2101444-490901,315.43516,-49.1502,10354,,0.0269,0.1045
g2101498-493324,315.45736,-49.5566,7268,7230,-0.0028,0.0928
g2101523-135109,315.46786,-13.8526,8104,8368,0.1145,0.0933
g2101534-482533,315.47264,-48.4257,4894,5001,-0.1872,0.1034
g2101562-433817,315.48434,-43.6381,9160,,-0.0842,0.1219
g2101594-281536,315.49756,-28.26,9701,11519,0.0008,0.1022
g2102036-061749,315.51496,-6.2969,7401,,0.0921,0.0934
g2102039-275216,315.5163,-27.8712,12398,11519,0.0413,0.1014
g2102098-125729,315.54076,-12.9579,8641,8368,-0.0473,0.0941
g2102111-510008,315.54631,-51.0023,14379,,0.0708,0.0981
g2102147-380014,315.56116,-38.0038,13154,,0.0326,0.1001
g2102165-145023,315.5688,-14.8398,7686,8043,-0.0526,0.1004
g2102168-173108,315.57,-17.5189,9940,,0.1326,0.1002
g2102216-543519,315.59009,-54.5886,12868,12785,-0.0641,0.1062
g2102247-180104,315.60299,-18.0177,8352,8285,-0.043,0.101
g2102251-432927,315.60465,-43.4909,4932,4926,-0.2094,0.137
g2102281-144637,315.61695,-14.7769,8375,8043,-0.2789,0.1703
g2102295-131141,315.62279,-13.1946,7442,8115,0.0125,0.1302
g2102299-142556,315.62476,-14.4321,7775,8043,-0.0407,0.1026
g2102370-353036,315.65429,-35.5101,11405,,0.0625,0.102
g2102420-171633,315.67514,-17.2757,8590,,0.0774,0.1341
g2102434-482128,315.68084,-48.3578,4624,5001,-0.0274,0.0922
g2102530-154842,315.72089,-15.8115,8197,,-0.0403,0.0981
g2103003-305843,315.75105,-30.9786,11448,,-0.0252,0.0957
g2103032-375627,315.76335,-37.9409,13692,,-0.0323,0.101
g2103042-470845,315.7677,-47.1458,4768,4771,-0.2492,0.0949
g2103052-164805,315.77176,-16.8013,8379,,0.0669,0.0924
g2103057-143126,315.77371,-14.5238,7984,8043,-0.06,0.1083
g2103074-140911,315.78089,-14.1532,16018,,0.0104,0.1129
g2103080-135140,315.78346,-13.861,8252,8368,0.0253,0.1001
g2103091-143129,315.7881,-14.5246,8044,8043,0.0293,0.0916
g2103200-513251,315.8331,-51.5474,13872,14485,0.0045,0.1067
g2103242-492957,315.85095,-49.4991,7057,7230,-0.0637,0.1011
g2103269-481218,315.86205,-48.2049,4772,5001,0.0951,0.0941
g2103281-351218,315.86686,-35.205,9155,9421,0.1579,0.1096
g2103285-300005,315.86866,-30.0014,11384,,0.1411,0.1091
g2103296-671053,315.87344,-67.1813,3009,,0.2063,0.0992
g2103328-145836,315.88666,-14.9767,8165,8043,-0.0431,0.0955
g2103344-142554,315.89324,-14.4315,8133,8043,-0.1164,0.0984
g2103363-514133,315.90134,-51.6925,15341,14485,-0.0507,0.1001
g2103417-513029,315.92371,-51.5081,13901,14485,-0.2055,0.1118
g2103418-350359,315.92414,-35.0663,9364,9421,0.0322,0.122
g2103424-464501,315.92671,-46.7504,13969,,-0.2572,0.1135
g2103492-160514,315.95504,-16.0871,12214,,-0.1209,0.1445
g2103585-514937,315.99375,-51.827,14472,14485,0.0118,0.1391
g2104022-490651,316.00905,-49.1143,7414,7230,0.0186,0.099
g2104079-004612,316.03274,-0.7701,13897,,0.062,0.1294
g2104132-445407,316.05494,-44.9018,8475,,-0.2559,0.1658
g2104133-600250,316.05555,-60.0472,12384,,-0.0097,0.1337
g2104135-182341,316.05615,-18.3948,8442,,-0.1674,0.1063
g2104152-352228,316.0635,-35.3745,9754,9421,-0.0782,0.1004
g2104175-543950,316.07311,-54.664,12657,12785,-0.0243,0.1238
g2104187-460256,316.07775,-46.0489,14535,,0.075,0.1516
g2104254-375821,316.10581,-37.9724,14111,,0.1132,0.1002
g2104271-515035,316.11285,-51.8431,14202,14485,-0.1408,0.1223
g2104304-724545,316.12681,-72.7624,15420,15329,0.0804,0.1062
g2104410-481127,316.1709,-48.1909,5071,5001,0.1025,0.0913
g2104532-485711,316.2216,-48.9531,7563,7230,-0.0355,0.0988
g2104536-502405,316.22326,-50.4013,14945,14684,-0.1166,0.102
g2104575-135648,316.2396,-13.9467,8911,8232,0.0519,0.0969
g2105044-430802,316.26826,-43.1338,13773,14319,-0.0539,0.1233
g2105045-432511,316.26886,-43.4197,14433,14319,0.121,0.0939
g2105081-515008,316.28354,-51.8356,15011,14485,-0.028,0.1038
g2105146-441445,316.31101,-44.2458,8351,,-0.0593,0.0939
g2105165-143832,316.31879,-14.6421,8222,8232,-0.0314,0.1161
g2105243-504302,316.35106,-50.7171,14167,14684,-0.069,0.1049
g2105277-431530,316.36545,-43.2583,13683,14319,-0.0098,0.1158
g2105279-523307,316.36634,-52.552,2843,,0.2141,0.101
g2105310-470245,316.3791,-47.0457,7674,,-0.0687,0.0958
g2105318-605911,316.38256,-60.9863,16076,,0.0176,0.1553
g2105445-514236,316.4352,-51.7099,14771,14485,0.126,0.1104
g2105497-610931,316.45695,-61.1586,15957,,0.1037,0.1187
g2105572-393654,316.48816,-39.615,14896,14888,-0.2134,0.1609
g2105582-135147,316.49234,-13.863,8070,8232,-0.1552,0.1401
g2105590-344157,316.4958,-34.6991,13168,,-0.046,0.1081
g2106007-630057,316.5027,-63.0158,13508,,0.0332,0.1228
g2106010-154858,316.50421,-15.816,8164,,-0.0296,0.1372
g2106030-124112,316.51245,-12.6866,8128,8115,-0.0945,0.1179
g2106046-452559,316.51935,-45.4329,5118,,0.0565,0.092
g2106055-393751,316.52264,-39.6309,15496,14888,0.0687,0.1024
g2106086-544459,316.536,-54.7497,12537,12785,0.0524,0.1128
g2106089-154754,316.5372,-15.7983,8014,,0.0326,0.1002
g2106127-140750,316.55279,-14.1306,8580,8232,0.026,0.1034
g2106157-095256,316.56541,-9.8821,8242,,-0.2035,0.1802
g2106223-125758,316.59285,-12.966,7828,8115,-0.0989,0.1377
g2106245-490245,316.602,-49.0458,6933,7230,-0.0269,0.094
g2106250-624121,316.6044,-62.689,13656,,0.0172,0.1362
g2106385-545625,316.66051,-54.9403,15775,,-0.076,0.1275
g2106472-442346,316.6965,-44.3962,14227,,0.1061,0.0994
g2106475-471116,316.69785,-47.1878,5096,4771,-0.0295,0.0927
g2106506-545947,316.71075,-54.9964,12598,12785,0.0737,0.1161
g2106508-621717,316.71166,-62.2879,13804,,0.0337,0.1129
g2106522-445410,316.71764,-44.9027,9492,,0.1808,0.1055
g2107057-451229,316.77361,-45.208,8774,,0.171,0.0984
g2107079-502018,316.78276,-50.3384,13954,,-0.0065,0.1097
g2107082-370832,316.78396,-37.1423,15096,,-0.1122,0.1163
g2107118-445009,316.79924,-44.8357,8832,,-0.0674,0.1127
g2107267-394112,316.86104,-39.6866,14356,14888,-0.0369,0.1135
g2107367-252505,316.90304,-25.4181,11127,10956,0.0161,0.1114
g2107465-581813,316.94384,-58.3037,7517,,0.0234,0.0961
g2107522-471044,316.96741,-47.179,4675,4771,-0.1208,0.0928
g2107545-344617,316.97685,-34.7714,9930,,-0.1107,0.11
g2107545-431542,316.97714,-43.2616,8975,8959,-0.0636,0.1465
g2107549-024330,316.97894,-2.7251,14377,,0.2167,0.1306
g2107585-392852,316.99379,-39.4811,15045,,-0.0149,0.1665
g2108032-551735,317.01316,-55.2931,10380,,0.0684,0.1141
g2108075-331434,317.03144,-33.2428,5127,,0.1001,0.0925
g2108193-362321,317.08051,-36.3891,12843,12815,-0.0519,0.1063
g2108227-153344,317.09444,-15.5623,12029,,-0.1041,0.1097
g2108272-271720,317.11335,-27.2889,10053,,-0.0341,0.1179
g2108429-144715,317.17875,-14.7876,11997,,-0.0944,0.1317
g2108435-723518,317.1813,-72.5883,14638,15329,-0.0415,0.151
g2109027-021719,317.26124,-2.2886,13296,,0.1026,0.1021
g2109098-791036,317.29079,-79.1766,14435,,0.1588,0.0975
g2109184-210046,317.3265,-21.0129,11592,,0.0085,0.149
g2109194-140500,317.33056,-14.0833,8068,,-0.0938,0.1103
g2109222-231458,317.34269,-23.2495,8481,,-0.0525,0.0979
g2109260-161309,317.35831,-16.2192,11940,,0.0528,0.115
g2109281-525560,317.3673,-52.9333,10008,,-0.0983,0.105
g2109323-645321,317.38441,-64.8891,9680,,-0.1477,0.1077
g2109378-033042,317.40749,-3.5117,7931,,-0.0171,0.1295
g2109393-140258,317.41379,-14.0494,7978,,-0.1328,0.1269
g2109536-160854,317.47321,-16.1483,11700,,0.0535,0.1096
g2109559-701408,317.48294,-70.2356,13036,,-0.0615,0.1016
g2110009-140441,317.50365,-14.078,8187,,0.0122,0.0941
g2110082-004623,317.53395,-0.7729,9725,,-0.1487,0.187
g2110199-023050,317.58299,-2.514,9158,,0.0269,0.1482
