curve,z,H0
gaussian_method3_cleaned,0.14099674830620226,71.58186350762244
gaussian_method3_cleaned,0.1524124107632424,71.49298949753562
gaussian_method3_cleaned,0.16128391313978857,71.13987154590589
gaussian_method3_cleaned,0.17018585541465692,71.1204512549731
gaussian_method3_cleaned,0.18285105943313143,70.7356871147447
gaussian_method3_cleaned,0.20424068342729668,70.63355262182684
gaussian_method3_cleaned,0.22736429594429713,70.35660237924706
gaussian_method3_cleaned,0.24997678533077705,70.10853416525698
gaussian_method3_cleaned,0.27363076036284045,69.89104120233809
gaussian_method3_cleaned,0.2971858076648186,69.69530137034846
gaussian_method3_cleaned,0.32144603497398117,69.52090635709988
gaussian_method3_cleaned,0.34563169820421047,69.35978317720897
gaussian_method3_cleaned,0.37221733674464985,69.03946088507895
gaussian_method3_cleaned,0.39628824751206965,68.73310894385178
gaussian_method3_cleaned,0.4215591533739213,68.79616878863841
gaussian_method3_cleaned,0.443775130864183,68.72064790622171
gaussian_method3_cleaned,0.4498075261512733,68.65309202579978
gaussian_method3_cleaned,0.4750407811840638,68.5807726054389
gaussian_method3_cleaned,0.5006727719747617,68.51539234488088
gaussian_method3_cleaned,0.5087115575204082,68.77322047793054
gaussian_method3_cleaned,0.5532036313942913,68.36215225913028
gaussian_method3_cleaned,0.582011683919444,68.57273213778052
gaussian_method3_cleaned,0.6510367714815378,68.1662611890424
gaussian_method3_cleaned,0.66580954407224,68.40125390310867
gaussian_method3_cleaned,0.7059047736290451,68.05388852109091
gaussian_method3_cleaned,0.7160928826317172,68.01323032110726
gaussian_method3_cleaned,0.7596266808551708,67.97918242242473
gaussian_method3_cleaned,0.7648920842805929,68.22409856448847
gaussian_method3_cleaned,0.8273064137264319,68.19423134086311
gaussian_method3_cleaned,0.8605974503554127,67.8600405457991
gaussian_method3_cleaned,0.912893489190771,67.5520522881091
gaussian_method3_cleaned,0.9396459425497253,67.78148263057744
gaussian_method3_cleaned,0.9920913662567962,67.76073570849668
gaussian_method3_cleaned,1.0512859180910057,67.97986345402343
gaussian_method3_cleaned,1.0855406630724065,67.94513697791014
gaussian_method3_cleaned,1.119198195337852,68.15044039552548
gaussian_method3_cleaned,1.2160674134612803,68.10535855786026
