CID,RA,DEC,zCMB,HOST_LOGMASS,IS_CALIBRATOR,V_rot,V_rot_source,U_i,X_i
1333438,52.3525,-28.9967,0.39946,10.682,0,222.09050706672807,tully-fisher,24662.096664578195,1.8986660486965773e-07
05D4ff,334.084,-18.0426,0.40048,10.543,0,205.01233668884908,tully-fisher,21015.029097311006,1.49287505538146e-07
110734,131.069,45.3442,0.40212,11.404,0,336.53481221409345,tully-fisher,56627.83991598756,5.4553346507442e-07
580312,35.2534,-4.8171,0.40286,10.527,0,203.13277228842327,tully-fisher,20631.46158879021,1.4501974143958593e-07
1329615,35.4427,-5.6398,0.40361,10.908,0,252.9472694942302,tully-fisher,31991.16057229335,2.7141343854705596e-07
06D3ed,214.699,52.7566,0.40454,9.512,0,113.2478578076507,tully-fisher,6412.538649010936,-1.3187112620089021e-08
350050,161.08,58.0762,0.40472,10.504,0,200.46104761557987,tully-fisher,20092.31580556789,1.3902093558035205e-07
05D4dt,333.608,-17.6711,0.40547,10.429,0,191.99061318043212,tully-fisher,18430.197774699154,1.2052737837821376e-07
1308314,53.4156,-28.9407,0.40648,7.522,0,36.01886268883843,tully-fisher,648.6792346986987,-7.73186976242859e-08
1341370,8.9639,-44.6767,0.409,8.648,0,68.86998615266768,tully-fisher,2371.5374963343183,-5.814931421047278e-08
1306390,43.3164,-0.0301,0.40911,10.29,0,177.22704473189987,tully-fisher,15704.712692201414,9.020226708006963e-08
450339,36.2874,-3.3534,0.40927,10.546,0,205.36668633361725,tully-fisher,21087.737927825165,1.5009650038161773e-07
06D4cq,334.231,-17.712,0.40947,9.107,0,89.69742913151762,tully-fisher,4022.8143964018127,-3.977638085627135e-08
020090,212.879,53.5796,0.40995,11.32,0,320.64907813800835,tully-fisher,51407.915655377285,4.874539748627832e-07
1307277,41.7388,-0.2355,0.41114,10.612,0,213.3192242460516,tully-fisher,22752.54571646862,1.6861998517514413e-07
530251,334.634,1.1149,0.41131,9.3809,0,105.01588476123047,tully-fisher,5514.1680260920175,-2.318283385956561e-08
520071,215.504,53.6193,0.41152,10.641,0,216.91021042677758,tully-fisher,23525.01969369446,1.7721491731574707e-07
1315296,40.3016,-0.7644,0.41258,9.821,0,135.29445441500303,tully-fisher,9152.294697726664,1.7296784591678934e-08
04D2fp,149.867,2.321,0.41664,10.235,0,171.70383517416656,tully-fisher,14741.103506758676,7.94806689381032e-08
05D2dw,149.634,2.0322,0.41864,8.815,0,75.81933931013617,tully-fisher,2874.28610671278,-5.255548151528804e-08
440162,353.266,-0.9127,0.41927,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
550137,334.754,0.0297,0.41931,10.086,0,157.5904862902661,tully-fisher,12417.380684601274,5.362576565483813e-08
1289600,52.0477,-27.8629,0.41962,9.712,0,127.06618637034872,tully-fisher,8072.907859352096,5.286986329468926e-09
05D3cf,214.223,52.3451,0.41956,9.609,0,119.7512335262656,tully-fisher,7170.178965531098,-4.757227213642627e-09
1340454,54.7539,-27.8432,0.41997,9.909,0,142.32460778429729,tully-fisher,10128.146990477026,2.8154605673966358e-08
550202,351.8,-0.7829,0.42027,9.751,0,129.95111066106867,tully-fisher,8443.645581022656,9.41199979744832e-09
1306626,54.8773,-27.239,0.4209,9.031,0,85.8578473750782,tully-fisher,3685.7849779411104,-4.352633886969154e-08
110430,132.249,44.8657,0.42085,9.14,0,91.41763792297503,tully-fisher,4178.592261708081,-3.804311835062202e-08
1306991,8.4681,-42.0948,0.42199,10.919,0,254.55404093462198,tully-fisher,32398.8798780726,2.759499276313502e-07
04D4gg,334.039,-17.2944,0.42245,10.057,0,154.98154843819913,tully-fisher,12009.64017815093,4.9089040681265076e-08
1345594,33.8987,-5.5998,0.42242,11.19,0,297.5294748159003,tully-fisher,44261.89419211272,4.079437630461664e-07
490037,149.957,0.8166,0.42355,11.417,0,339.06268409337065,tully-fisher,57481.75187230042,5.550345169349834e-07
160200,242.608,54.1496,0.42349,10.867,0,247.04723392966707,tully-fisher,30516.167896149822,2.5500193170915823e-07
1302523,36.3176,-4.6598,0.42392,10.498,0,199.76987398730094,tully-fisher,19954.001276451043,1.3748197889460315e-07
1312274,42.611,-0.3617,0.42451,10.494,0,199.31041602695365,tully-fisher,19862.320968418666,1.3646189789589078e-07
1295027,35.4327,-6.9406,0.42562,10.091,0,158.04472155443872,tully-fisher,12489.067005610033,5.442338354572487e-08
1258940,42.7148,-0.5251,0.42594,11.223,0,303.23546687444167,tully-fisher,45975.8741852803,4.2701436240089334e-07
050003,242.219,55.0048,0.42689,8.371,0,58.71918183032727,tully-fisher,1723.971157411518,-6.535446144348168e-08
110542,131.82,45.2976,0.42694,10.595,0,211.2418662434938,tully-fisher,22311.563027017062,1.6371339103377464e-07
110719,129.923,43.9644,0.42784,11.348,0,325.8592065279446,tully-fisher,53092.111239510814,5.061931779736976e-07
05D2cb,149.852,2.3282,0.42865,9.534,0,114.69117330919293,tully-fisher,6577.032617519665,-1.1356870387271823e-08
440236,37.1019,-4.4246,0.42888,11.413,0,338.2828615598022,tully-fisher,57217.64721254414,5.52095956290165e-07
1306029,40.8416,-1.9578,0.42895,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
100101,132.141,43.9852,0.42967,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
080723,34.9864,-3.9606,0.43013,9.753,0,130.10080856268596,tully-fisher,8463.110194332328,9.628572828349006e-09
04D1rh,36.9464,-4.2538,0.43487,9.888,0,140.6144639767667,tully-fisher,9886.21373973671,2.546273522399189e-08
06D4co,333.861,-17.8692,0.43544,10.627,0,215.16914575210245,tully-fisher,23148.88064184475,1.7302980594450173e-07
000142,162.309,58.4672,0.43673,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
1336008,10.3212,-43.8862,0.43765,9.833,0,136.2322707704934,tully-fisher,9279.615799642512,1.8713422903513702e-08
1333246,41.384,-0.0616,0.43774,10.905,0,252.51082200271867,tully-fisher,31880.857614244334,2.7018615262249476e-07
1310338,35.042,-6.3767,0.43883,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
560027,35.8506,-3.0839,0.43883,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
050607,213.514,53.3622,0.43926,9.458,0,109.78171112140896,tully-fisher,6026.012048372243,-1.7487801058757584e-08
040166,214.12,54.0536,0.44004,8.798,0,75.08099089441681,tully-fisher,2818.5775968437497,-5.3175322281572434e-08
510266,214.033,51.7321,0.44059,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
1328105,8.1871,-43.5769,0.44154,11.204,0,299.9369671004748,tully-fisher,44981.09211671565,4.159459191573973e-07
1295256,53.7194,-27.8328,0.44246,8.803,0,75.29740264956845,tully-fisher,2834.8494228856184,-5.299427379999665e-08
06D3df,215.572,52.9577,0.44254,10.46,0,195.44744419116225,tully-fisher,19099.851720428742,1.2797828338073928e-07
06D2gb,150.198,1.9854,0.44368,10.905,0,252.51082200271867,tully-fisher,31880.857614244334,2.7018615262249476e-07
1291080,35.6846,-6.0636,0.44384,8.582,0,66.30251396236864,tully-fisher,2198.0116788650435,-6.008004931581217e-08
040137,214.46,52.801,0.44756,8.743,0,72.74112201526547,tully-fisher,2645.635416019869,-5.50995635534497e-08
1328066,7.3173,-42.0522,0.4489,9.902,0,141.75226129023645,tully-fisher,10046.851790447732,2.7250074585271523e-08
1320166,9.3464,-43.8719,0.44896,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
050580,212.991,52.0718,0.4506,10.422,0,191.21853900396277,tully-fisher,18282.26482940501,1.1888140237947668e-07
520016,185.338,46.9708,0.451,10.011,0,150.9315373443112,tully-fisher,11390.164482558603,4.2196444007018494e-08
04D2gb,150.594,1.8942,0.45169,10.246,0,172.79453213687833,tully-fisher,14928.975168201336,8.157102308445382e-08
120094,150.526,2.0878,0.45169,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
04D3gt,215.636,52.6469,0.45155,11.34,0,324.36201947178597,tully-fisher,52605.35983790762,5.007773382309178e-07
1290127,6.6908,-43.434,0.45223,2.0,0,1.4997884186649117,tully-fisher,1.1246826503806984,-8.452371371062926e-08
1253101,7.4651,-43.1378,0.45333,8.526,0,64.1992560842138,tully-fisher,2060.772240883231,-6.160704399944448e-08
1253039,54.4186,-27.5274,0.45347,10.795,0,237.01727224638694,tully-fisher,28088.59367155895,2.2799152573850467e-07
1334302,7.3673,-43.3882,0.45463,10.519,0,202.19946197753075,tully-fisher,20442.311212001445,1.4291515966622008e-07
1306360,53.6767,-26.487,0.45478,10.646,0,217.53542752620004,tully-fisher,23660.831114503315,1.78726023165504e-07
1345582,33.7065,-4.6747,0.45878,9.914,0,142.73484102449484,tully-fisher,10186.617421143907,2.88051769535562e-08
380199,215.233,53.0089,0.46055,10.683,0,222.21838944342025,tully-fisher,24690.506303413793,1.9018270473208665e-07
510597,185.821,47.8228,0.46098,9.9066,0,142.12811483592066,tully-fisher,10100.200513406324,2.784365918117418e-08
05D3lc,215.596,52.4789,0.46156,10.777,0,234.57406593869717,tully-fisher,27512.496205506126,2.2158157695954444e-07
03D4au,334.041,-18.0776,0.46641,9.464,0,110.1615392810807,tully-fisher,6067.782368388543,-1.702304356968245e-08
000215,150.81,3.1442,0.4666,8.707,0,71.24920054134479,tully-fisher,2538.224288890383,-5.6294673519663746e-08
04D4jr,333.56,-17.3502,0.4684,8.024,0,48.087256000138645,tully-fisher,1156.1920948114348,-7.167185550176223e-08
1339149,35.555,-5.8717,0.4688,9.94,0,144.887192014998,tully-fisher,10496.149204995449,3.224918252008415e-08
04D4ju,334.261,-17.3328,0.47039,9.239,0,96.77874715389338,tully-fisher,4683.062950338613,-3.243012495080034e-08
05D3mx,215.538,52.2192,0.47057,10.788,0,236.06412713034595,tully-fisher,27863.136058906064,2.254829714849452e-07
370367,149.222,1.9779,0.4717,9.631,0,121.27743291778812,tully-fisher,7354.107867564298,-2.7107421820714127e-09
1316437,42.5626,-0.745,0.47196,9.413,0,106.97443359283952,tully-fisher,5721.764721254416,-2.087300911447572e-08
05D2bv,150.571,2.2406,0.47572,8.838,0,76.82985183575178,tully-fisher,2951.4130665517855,-5.169732835340688e-08
370329,151.309,1.7007,0.47793,9.642,0,122.04781132893261,tully-fisher,7447.834125091364,-1.6678969251595634e-09
310146,52.4866,-28.7419,0.47943,9.3245,0,101.66114473115113,tully-fisher,5167.494174024027,-2.704010066892334e-08
1306537,55.041,-27.5592,0.47948,9.666,0,123.74566551064694,tully-fisher,7656.494866336457,6.537669292658606e-10
560054,353.296,-0.3364,0.4798,10.84,0,243.23720012927356,tully-fisher,29582.16776336413,2.4460977870817736e-07
05D3dd,215.627,52.6068,0.48056,11.222,0,303.0609607397403,tully-fisher,45922.9729622472,4.264257569131625e-07
05D2ac,149.747,2.4895,0.48071,11.153,0,291.25943027411796,tully-fisher,42416.027861801886,3.874057302872881e-07
120044,148.792,1.7302,0.48171,8.7828,0,74.42691120077421,tully-fisher,2769.6825554439647,-5.371935298711459e-08
05D1ix,36.0832,-4.67,0.48881,7.466,0,34.87626714931677,tully-fisher,608.1770051352557,-7.776934570422651e-08
1292145,53.6305,-29.6489,0.49246,9.218,0,95.61587322982372,tully-fisher,4571.19760675086,-3.367479475893404e-08
1343208,52.8465,-28.5442,0.49501,10.385,0,187.1888583899284,tully-fisher,17519.834352662336,1.1039821925262945e-07
1305504,36.0584,-5.1646,0.4956,10.953,0,259.58524047210767,tully-fisher,33692.24853548098,2.903405947229845e-07
03D1ax,36.0972,-4.7207,0.49572,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
05D4af,334.138,-18.0049,0.49737,8.986,0,83.66233773029913,tully-fisher,3499.6933772493157,-4.5596887169099866e-08
06D2bk,149.679,2.172,0.50073,8.617,0,67.65189959837011,tully-fisher,2288.389759633975,-5.907445754947647e-08
350374,131.336,44.239,0.5009,10.9632,0,261.1139025382199,tully-fisher,34090.235049369505,2.9476879189285096e-07
1337272,34.1284,-5.6806,0.50276,8.602,0,67.07026089011215,tully-fisher,2249.2099479338535,-5.951039174631956e-08
030006,162.525,58.7774,0.50276,9.524,0,114.03285445614944,tully-fisher,6501.745947708679,-1.2194547561124668e-08
510457,186.389,48.1369,0.503,8.9025,0,79.73610105494954,tully-fisher,3178.922905722563,-4.916594000034574e-08
03D1au,36.0432,-4.0375,0.50309,9.517,0,113.57428087936765,tully-fisher,6449.558638632747,-1.2775209684810897e-08
1335472,9.5553,-44.0495,0.50598,10.125,0,161.16843755229635,tully-fisher,12987.632631524224,5.997067426192319e-08
1343759,51.979,-28.5644,0.50617,9.74,0,129.13084580693112,tully-fisher,8337.38766940671,8.229721084292084e-09
310091,353.126,-0.1047,0.50716,9.066,0,87.60522223407212,tully-fisher,3837.3374813405817,-4.1840089855666656e-08
05D4av,333.544,-17.9119,0.50737,10.285,0,176.71767768255748,tully-fisher,15614.568802758136,8.91992810436501e-08
090201,353.328,-0.9507,0.50817,8.684,0,70.3120881056596,tully-fisher,2471.8948668890184,-5.703268787074197e-08
180313,244.319,55.3794,0.51006,8.8262,0,76.30974383410411,tully-fisher,2911.5885020132946,-5.214043639306752e-08
110484,129.186,44.5547,0.51087,8.86,0,77.80902899885609,tully-fisher,3027.1224968724136,-5.0854947334506547e-08
05D2dy,150.242,2.1831,0.51175,7.738,0,40.7877731921723,tully-fisher,831.8212209880446,-7.528096821117978e-08
04D1pg,36.7673,-4.1753,0.5138,9.808,0,134.28577058519048,tully-fisher,9016.334090829203,1.5784018822823495e-08
04D4in,333.786,-17.261,0.51435,9.101,0,89.38815958375493,tully-fisher,3995.121536885418,-4.008450547320336e-08
04D2mj,150.152,2.5771,0.51475,9.548,0,115.61920948114361,tully-fisher,6683.900800522282,-1.0167801489189719e-08
1338430,40.6393,-1.2547,0.51718,10.781,0,235.11481500758697,tully-fisher,27639.488118025918,2.2299455254537948e-07
1334470,35.0537,-4.9472,0.51876,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
310260,36.1689,-5.1043,0.51879,8.7967,0,75.02482579195839,tully-fisher,2814.362242556852,-5.322222442340847e-08
450175,53.2864,-28.0844,0.51943,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
06D3el,214.255,52.2324,0.5196,9.554,0,116.01923450454082,tully-fisher,6730.231387509818,-9.652304187102933e-09
04D2gc,150.414,1.8831,0.52277,9.326,0,101.74896392893822,tully-fisher,5176.425830306185,-2.6940722590293393e-08
1295921,42.6149,-0.8718,0.52393,9.097,0,89.1825725216928,tully-fisher,3976.765620793498,-4.0288742583889266e-08
1322229,35.9264,-4.0189,0.52613,9.746,0,129.577619053756,tully-fisher,8395.179679820152,8.872743920551768e-09
050005,211.812,53.9976,0.52851,9.633,0,121.41713912829259,tully-fisher,7371.0608370495775,-2.522114957590703e-09
1322979,52.0693,-28.0637,0.52939,7.861,0,43.78042726644972,tully-fisher,958.3629058164469,-7.387300208400538e-08
330106,130.009,43.7419,0.53091,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
160066,186.588,46.5959,0.53105,8.864,0,77.98839733530872,tully-fisher,3041.095059464994,-5.0699481608988076e-08
1338471,41.2916,-1.5649,0.53117,10.123,0,160.98299230276214,tully-fisher,12957.761905375586,5.963831761068674e-08
1337703,54.8836,-26.7243,0.53226,10.583,0,209.78768746480196,tully-fisher,22005.436905914707,1.603072785757345e-07
06D2ca,149.79,2.3025,0.53277,9.808,0,134.28577058519048,tully-fisher,9016.334090829203,1.5784018822823495e-08
06D2cc,149.862,2.4514,0.53377,10.87,0,247.47423798707038,tully-fisher,30621.749233640567,2.5617668251993115e-07
05D4ek,334.115,-17.7363,0.53433,10.855,0,245.3465727335529,tully-fisher,30097.470376050274,2.503432935170755e-07
05D4be,334.222,-17.2361,0.53532,9.44,0,108.65006629848662,tully-fisher,5902.418453332769,-1.8862965263242974e-08
05D2eb,150.061,2.4074,0.53578,8.676,0,69.98903340567146,tully-fisher,2449.2323985300973,-5.728484183764064e-08
1289656,54.3017,-27.3554,0.53944,8.727,0,72.07422740006761,tully-fisher,2597.347127658328,-5.563684322097172e-08
110426,130.013,44.8943,0.54089,11.017,0,269.32706331676377,tully-fisher,36268.53351741603,3.1900563101858573e-07
1324542,53.8952,-29.048,0.54154,9.182,0,93.65479027472006,tully-fisher,4385.609870700899,-3.573973680812258e-08
520041,184.138,45.962,0.5454,10.672,0,220.8157239804147,tully-fisher,24379.791978497342,1.8672554162173714e-07
04D4bq,333.706,-17.8276,0.54832,8.706,0,71.20819800719141,tully-fisher,2535.3037317156895,-5.6327169100705054e-08
1306980,7.0361,-43.2916,0.54886,10.095,0,158.40905226457718,tully-fisher,12546.713919680771,5.506479196744611e-08
050201,241.703,54.9809,0.55011,10.3896,0,187.68518624740352,tully-fisher,17612.864568361267,1.1143331999975042e-07
06D4bo,333.867,-17.4092,0.55031,9.96,0,146.56490662778089,tully-fisher,10740.635927405063,3.4969464174018375e-08
1339450,53.621,-29.169,0.55048,11.044,0,273.5457651191699,tully-fisher,37413.64280731603,3.317466901745333e-07
04D3hn,215.529,52.2286,0.5526,10.79,0,236.33606250895662,tully-fisher,27927.367221118722,2.2619763954730823e-07
06D2ck,150.367,1.8636,0.5538,11.193,0,298.04373393518966,tully-fisher,44415.03366901506,4.096476695217604e-07
1337117,10.1815,-43.6449,0.55389,8.813,0,75.73209929893166,tully-fisher,2867.6754321116223,-5.262903518994334e-08
05D1ee,36.1948,-4.0005,0.55775,10.973,0,262.5910958906994,tully-fisher,34477.04182053924,2.9907259764909023e-07
05D1kl,36.1397,-4.319,0.55875,8.425,0,60.5731272228793,tully-fisher,1834.5518707795604,-6.412408507420767e-08
04D1hx,36.1771,-4.7903,0.55875,9.645,0,122.25876252966339,tully-fisher,7473.602507642312,-1.3811850022623246e-09
1289555,40.7331,-1.3929,0.56174,9.278,0,98.97602218405723,tully-fisher,4898.126483689494,-3.003722042642086e-08
1303952,35.8718,-6.9219,0.56263,11.137,0,288.58914776686373,tully-fisher,41641.84810440235,3.787918187826263e-07
05D1cc,36.6299,-4.1648,0.56276,9.316,0,101.16493240062286,tully-fisher,5117.171773811296,-2.7600012883097826e-08
1285317,9.4725,-43.3145,0.56441,8.739,0,72.57382207715453,tully-fisher,2633.479825443241,-5.52348127388142e-08
1330903,41.1163,-0.645,0.5643,10.328,0,181.14652017963996,tully-fisher,16407.030886596356,9.801661086367972e-08
1338278,34.43,-4.976,0.56431,9.919,0,143.14625671173368,tully-fisher,10245.425405290778,2.945950402213037e-08
05D1dn,36.111,-4.9916,0.56475,10.234,0,171.6050229445206,tully-fisher,14724.14194989472,7.929194616614882e-08
1317454,8.0244,-42.6662,0.56883,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1306785,33.7937,-4.5222,0.57535,10.989,0,265.0208213857278,tully-fisher,35118.01788398292,3.062044181782866e-07
05D2dt,150.35,1.8577,0.57583,10.244,0,172.59570955339404,tully-fisher,14894.639478119776,8.118898700951494e-08
050203,242.793,55.1223,0.57609,8.835,0,76.69728588169367,tully-fisher,2941.236830809123,-5.181055424610178e-08
06D3et,215.52,52.3384,0.57661,10.766,0,233.09341016743943,tully-fisher,27166.26893174307,2.177292790039469e-07
1337228,7.5248,-43.0341,0.57741,10.341,0,182.50719722632752,tully-fisher,16654.4385197048,1.0076939203214175e-07
03D4gf,333.596,-17.734,0.57829,7.638,0,38.50614090155366,tully-fisher,741.3614435651517,-7.628746897538158e-08
110721,130.216,44.1143,0.57823,11.5,0,355.6558820077846,tully-fisher,63245.55320336759,6.191654556759216e-07
05D1dx,36.9458,-4.0325,0.57875,9.416,0,107.15933150266834,tully-fisher,5741.561164049382,-2.0652743982620913e-08
1332059,40.8651,-1.2774,0.57884,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
05D3jq,215.439,53.0299,0.57959,8.832,0,76.56494866336456,tully-fisher,2931.095681911825,-5.1923389744992036e-08
05D3gp,215.676,52.7247,0.5806,9.015,0,85.07069789895513,tully-fisher,3618.511820507644,-4.4274853693584036e-08
03D1aw,36.0616,-4.5172,0.58073,9.169,0,92.95654973749281,tully-fisher,4320.4600695494855,-3.6464626107152595e-08
04D1jg,36.5523,-4.1348,0.58294,11.338,0,323.9887987807257,tully-fisher,52484.370867688776,4.994311543859591e-07
05D4ej,333.969,-18.1957,0.58328,10.133,0,161.9123572595343,tully-fisher,13107.805716669533,6.130778016115382e-08
04D1kj,36.9694,-4.1803,0.58375,9.929,0,143.9726490701935,tully-fisher,10364.061840144544,3.0779512381030815e-08
04D1sa,36.984,-4.1761,0.58375,10.623,0,214.6742704495167,tully-fisher,23042.521196516118,1.7184639751643437e-07
1338387,40.4513,-0.3686,0.58382,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
05D1hm,36.9426,-4.7173,0.58575,9.854,0,137.88911863418446,tully-fisher,9506.704518856097,2.12401256651351e-08
05D4bf,334.11,-18.2321,0.58728,10.23,0,171.21034234401898,tully-fisher,14656.49066277809,7.853922408212464e-08
04D1oh,36.2598,-4.2362,0.58873,9.17,0,93.01007523332126,tully-fisher,4325.437047454039,-3.64092497597078e-08
03D4gg,334.168,-18.1645,0.59028,10.162,0,164.63796738427934,tully-fisher,13552.830152213512,6.62593447926862e-08
04D2mh,149.941,2.141,0.59184,9.097,0,89.1825725216928,tully-fisher,3976.765620793498,-4.0288742583889266e-08
05D3lr,215.551,53.1843,0.6006,10.873,0,247.90198009145442,tully-fisher,30727.695866631922,2.5735549779129637e-07
1338233,35.1227,-5.5293,0.60149,10.984,0,264.259126837315,tully-fisher,34916.44305841007,3.039615957685603e-07
05D4ef,333.497,-18.2123,0.60327,10.437,0,192.87680158629337,tully-fisher,18600.730295079185,1.224248085618118e-07
1335564,35.1281,-6.4465,0.6062,9.303,0,100.41070021943099,tully-fisher,5041.154359278218,-2.8445820688510623e-08
03D4dy,333.711,-17.9565,0.60826,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1302141,7.8305,-42.5014,0.6088,9.429,0,107.96425583999189,tully-fisher,5828.14026954161,-1.9689421516830914e-08
1332413,36.2749,-5.853,0.60873,9.206,0,94.95765818831944,tully-fisher,4508.478424304854,-3.4372639777575895e-08
05D2he,150.361,2.3177,0.60987,9.418,0,107.28277428805926,tully-fisher,5754.796829471334,-2.0505477343884495e-08
04D3do,214.442,52.2676,0.61064,10.485,0,198.28049556121564,tully-fisher,19657.577460000626,1.341838191347113e-07
04D4an,333.988,-17.6955,0.61125,10.541,0,204.77644333086772,tully-fisher,20966.69587162004,1.4874972587540295e-07
1295305,36.2434,-4.2509,0.61171,8.711,0,71.4134469114526,tully-fisher,2549.940199887429,-5.616431642938792e-08
05D1ck,36.1035,-4.7128,0.61571,9.724,0,127.94696709652965,tully-fisher,8185.21319460022,6.536551705058379e-09
1308957,35.1339,-6.624,0.61869,10.078,0,156.86642377639234,tully-fisher,12303.537454197352,5.2359088887935646e-08
1335868,55.0891,-26.5127,0.61942,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
000202,150.539,1.8992,0.61988,9.943,0,145.1376195056123,tully-fisher,10532.464297877945,3.265324242139716e-08
04D3co,214.458,52.9636,0.62063,9.517,0,113.57428087936765,tully-fisher,6449.558638632747,-1.2775209684810897e-08
04D2an,150.218,2.0412,0.62188,7.542,0,36.435941461837395,tully-fisher,663.7889151052207,-7.715057975677322e-08
03D4dh,334.379,-17.6297,0.62523,9.414,0,107.03603075425731,tully-fisher,5728.355939813158,-2.0799671917487257e-08
04D4fx,334.159,-18.0664,0.62723,8.305,0,56.53013149347538,tully-fisher,1597.8278833348081,-6.675799465320407e-08
05D1cb,36.7377,-4.1176,0.63071,10.111,0,159.87479317869685,tully-fisher,12779.974746965545,5.766016869298129e-08
05D2ci,150.008,2.2159,0.63189,10.977,0,263.19643088386397,tully-fisher,34636.18061500229,3.008432555348864e-07
03D4at,333.6,-17.7767,0.63223,8.751,0,73.07687977910307,tully-fisher,2670.115179124741,-5.482718945554155e-08
1330642,37.0406,-4.0471,0.63392,9.27,0,98.52126866991541,tully-fisher,4853.220190164827,-3.0536870326494675e-08
04D1pu,36.8686,-4.7449,0.63771,9.314,0,101.04852898803122,tully-fisher,5105.402605322493,-2.7730962542885528e-08
1343871,43.5025,-0.3703,0.63787,8.743,0,72.74112201526547,tully-fisher,2645.635416019869,-5.50995635534497e-08
05D4ag,333.448,-18.1653,0.63823,8.381,0,59.05817136644427,tully-fisher,1743.933802574149,-6.513234706088988e-08
1337325,35.135,-4.6525,0.63866,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
1334879,52.4089,-28.2164,0.63936,9.666,0,123.74566551064694,tully-fisher,7656.494866336457,6.537669292658606e-10
05D2ec,149.859,2.0136,0.6419,9.997,0,149.72006109592456,tully-fisher,11208.048347283691,4.017012872579951e-08
1308568,33.8732,-5.0525,0.64305,8.873,0,78.39348935547127,tully-fisher,3072.769586663194,-5.0347054964362586e-08
04D3cy,214.552,52.6583,0.64364,9.98,0,148.26204826018355,tully-fisher,10990.817477152497,3.775310932751902e-08
05D3ax,214.823,52.6875,0.64363,8.442,0,61.16880493021102,tully-fisher,1870.8113482951037,-6.372064397730622e-08
05D3lb,214.382,53.1679,0.64763,8.931,0,81.05503462893932,tully-fisher,3284.959319349276,-4.7986125784690866e-08
1338266,34.905,-5.8691,0.64846,8.965,0,82.65706793879657,tully-fisher,3416.0954401194153,-4.6527039663435366e-08
05D3kt,214.974,52.743,0.64863,9.138,0,91.31245004044713,tully-fisher,4168.981766194576,-3.815004953434007e-08
1334707,51.7764,-28.6278,0.64964,9.267,0,98.35127529280763,tully-fisher,4836.486675860817,-3.0723055782777985e-08
04D1sk,36.0949,-4.3536,0.66207,10.416,0,190.5592328047304,tully-fisher,18156.41060356372,1.1748108526510773e-07
05D3hs,215.307,52.9038,0.66463,9.004,0,84.53372285312058,tully-fisher,3572.9751497041,-4.478151748680462e-08
05D3mh,214.749,52.6676,0.67065,10.078,0,156.86642377639234,tully-fisher,12303.537454197352,5.2359088887935646e-08
03D1co,36.5677,-4.9351,0.67767,8.647,0,68.83035281028761,tully-fisher,2368.808733994333,-5.81796757861782e-08
05D2bt,150.418,2.5662,0.68195,7.0,0,26.67042864326648,tully-fisher,355.65588200778444,-8.057902212225155e-08
06D3cc,214.382,52.9125,0.68365,10.083,0,157.31857201910202,tully-fisher,12374.566551064694,5.3149394174044507e-08
04D4ic,333.591,-17.9435,0.68517,9.325,0,101.69040937201872,tully-fisher,5170.469679124377,-2.7006993709756424e-08
05D1ke,36.6929,-4.8625,0.68867,8.851,0,77.40695713034789,tully-fisher,2995.918506089758,-5.120213855544073e-08
1262715,53.37,-28.4427,0.68937,11.052,0,274.80839500250295,tully-fisher,37759.82698192584,3.355985085873781e-07
1262214,53.5027,-28.6602,0.68937,8.864,0,77.98839733530872,tully-fisher,3041.095059464994,-5.0699481608988076e-08
06D3em,214.848,53.023,0.69065,9.459,0,109.84492474688518,tully-fisher,6032.953746324433,-1.7410564252601467e-08
03D4cz,334.174,-17.9263,0.69316,10.389,0,187.6203732740474,tully-fisher,17600.702233746437,1.1129799577684108e-07
04D4ib,334.174,-18.1051,0.69716,10.994,0,265.7847114253312,tully-fisher,35320.756413723284,3.0846018854308506e-07
06D4ba,333.899,-18.2291,0.69816,8.544,0,64.86792346986987,tully-fisher,2103.9237476464464,-6.112691873525558e-08
